,id,lat,lon,diam,depth
7110,14-000013,9.173,112.131,70.97,0.75
7111,14-000014,5.784,107.432,69.18,1.31
7122,14-000025,8.436,107.79,55.45,0.87
7134,14-000037,10.187,109.236,46.08,0.18
7138,14-000041,9.724,110.567,44.71,0.51
7145,14-000048,6.561,109.958,43.2,1.12
7172,14-000075,9.714,110.861,33.37,0.29
7183,14-000086,8.267,109.918,31.53,0.31
7199,14-000102,5.822,109.636,28.83,0.92
7235,14-000138,10.538,109.281,25.59,0.24
7239,14-000142,7.689,109.27,25.23,0.28
7241,14-000144,10.307,112.232,24.85,0.31
7251,14-000154,10.554,111.782,24.3,0.52
7253,14-000156,7.494,109.205,24.18,0.85
7271,14-000174,10.111,111.906,22.73,0.5
7283,14-000186,10.299,108.815,21.85,0.15
7287,14-000190,7.042,107.853,21.78,0.33
7306,14-000209,6.109,111.627,20.97,0.25
7321,14-000224,6.077,108.273,20.04,1.42
7326,14-000229,6.757,111.178,19.73,0.66
7339,14-000242,10.691,112.17,18.89,0.35
7357,14-000260,8.066,112.225,18.04,0.33
7364,14-000267,10.586,111.163,17.81,0.98
7366,14-000269,10.711,107.034,17.74,0.45
7417,14-000320,7.028,110.648,15.09,0.4
7431,14-000334,9.364,109.351,14.75,0.25
7443,14-000346,8.355,112.179,14.18,1.06
7485,14-000388,10.847,109.134,13.3,0.16
7496,14-000399,5.682,109.068,12.83,0.0
7519,14-000422,7.561,112.215,12.33,1.08
7541,14-000444,8.219,111.285,11.82,0.92
7552,14-000455,6.808,110.316,11.6,0.0
7562,14-000465,8.63,111.548,11.45,0.09
7568,14-000471,8.733,107.414,11.34,1.0
7598,14-000501,8.531,108.564,10.81,0.8
7600,14-000503,8.98,108.21,10.76,0.71
7635,14-000538,6.149,112.069,10.25,0.22
7646,14-000549,10.615,111.974,10.12,0.44
7655,14-000558,9.596,110.123,10.03,0.34
7657,14-000560,8.024,111.768,10.0,0.91
7668,14-000571,9.576,108.217,9.72,0.78
7692,14-000595,6.844,108.043,9.26,0.17
7697,14-000600,6.895,110.366,9.17,0.17
7719,14-000622,10.26,110.496,8.94,0.5
7760,14-000663,6.742,109.223,8.5,0.0
7761,14-000664,7.547,110.85,8.5,0.28
7763,14-000666,9.494,111.533,8.5,0.24
7781,14-000684,8.19,110.82,8.31,0.26
7798,14-000701,9.95,111.516,8.15,0.66
7813,14-000716,6.084,111.769,8.01,0.0
