,id,lat,lon,diam,depth
19238,25-000026,-37.891,-97.207,87.75,0.45
19240,25-000030,-36.147,-99.689,82.99,0.16
19281,25-000110,-33.753,-97.918,48.8,0.51
19297,25-000135,-35.828,-100.949,44.97,0.45
19402,25-000342,-33.759,-99.779,26.82,0.26
19446,25-000448,-37.539,-100.363,22.27,1.53
19468,25-000503,-34.468,-96.976,20.69,0.54
19490,25-000551,-34.208,-99.519,19.38,0.7
19491,25-000555,-33.849,-99.533,19.15,0.88
19502,25-000579,-37.323,-98.933,18.6,0.26
19507,25-000591,-37.478,-98.067,18.22,0.37
19585,25-000779,-35.949,-100.337,14.81,1.14
19595,25-000799,-36.153,-97.202,14.59,0.78
19596,25-000801,-39.353,-99.341,14.56,0.75
19606,25-000821,-37.591,-97.239,14.31,0.46
19620,25-000852,-34.376,-100.796,13.87,0.97
19647,25-000923,-33.791,-97.947,12.97,0.91
19655,25-000941,-37.529,-97.504,12.83,0.2
19740,25-001127,-33.789,-98.307,10.65,0.86
19751,25-001147,-35.761,-97.417,10.39,0.61
19766,25-001177,-35.827,-97.236,10.16,0.53
19849,25-001355,-38.94,-98.194,8.84,0.18
19896,25-001450,-38.681,-96.928,8.2,0.28
19901,25-001456,-38.508,-96.434,8.16,0.12
