,id,lat,lon,diam,depth
2054,08-000009,23.684,-176.157,53.26,0.35
2061,08-000016,24.076,-177.354,49.3,2.04
2063,08-000018,24.93,-176.27,48.61,0.47
2090,08-000045,23.949,-175.158,32.65,0.24
2092,08-000047,25.548,-176.278,32.23,0.28
2109,08-000064,24.322,-176.445,27.04,0.41
2131,08-000086,25.162,-176.767,22.73,0.19
2174,08-000129,25.768,-178.73,15.3,0.11
2195,08-000150,27.947,-178.789,13.78,0.25
2213,08-000168,23.062,-175.83,12.8,0.85
2224,08-000179,27.596,-178.492,12.26,0.19
2228,08-000183,26.372,-178.531,12.08,0.29
2246,08-000201,23.742,-174.812,11.2,0.0
2249,08-000204,26.478,-175.015,10.98,0.04
2266,08-000221,23.253,-175.723,10.18,0.89
2290,08-000245,27.495,-179.972,9.57,0.1
2294,08-000249,22.72,-179.968,9.45,0.84
