,id,lat,lon,diam,depth
10440,19-000002,-21.609,-3.827,358.72,0.42
10465,19-000027,-17.962,-5.521,79.38,0.99
10475,19-000037,-19.911,-2.938,70.57,0.78
10479,19-000041,-21.247,-4.098,68.94,0.43
10597,19-000159,-17.422,-3.185,39.23,1.75
10623,19-000185,-19.172,-4.176,35.67,1.18
10638,19-000200,-19.209,-3.414,34.35,1.0
10647,19-000209,-17.616,-0.752,32.96,0.88
10651,19-000213,-18.72,-2.468,32.69,0.2
10707,19-000269,-20.479,-1.266,29.31,1.64
10774,19-000336,-17.909,-4.399,25.72,0.31
10783,19-000345,-20.363,-4.7,25.3,0.69
10797,19-000359,-21.846,-4.742,24.78,0.09
10900,19-000462,-17.686,-2.905,20.69,0.5
10919,19-000481,-17.691,-3.559,20.22,0.49
10938,19-000500,-17.347,-2.575,19.81,1.58
10983,19-000545,-21.446,-5.02,18.48,0.25
11025,19-000587,-20.788,-0.567,17.39,0.48
11037,19-000599,-20.208,-0.85,16.9,0.96
11127,19-000689,-18.211,-4.103,15.02,0.35
11251,19-000813,-22.003,-2.225,13.06,0.16
11259,19-000821,-21.284,-2.885,12.98,0.34
11383,19-000945,-19.663,-3.342,11.27,0.85
11417,19-000979,-20.299,-5.027,10.89,0.1
11428,19-000990,-22.34,-5.003,10.84,0.11
11437,19-000999,-21.099,-1.039,10.72,0.15
11493,19-001055,-16.971,-4.686,10.09,1.04
11494,19-001056,-20.513,-0.012,10.09,0.14
11497,19-001059,-20.911,-2.42,10.07,0.12
11500,19-001062,-17.319,-5.147,10.04,1.18
11502,19-001064,-18.499,-2.224,10.02,0.21
11505,19-001067,-19.17,-1.409,10.01,0.19
11506,19-001068,-17.549,-1.267,10.0,0.12
11535,19-001097,-20.253,-4.501,9.73,1.01
11584,19-001146,-18.054,-0.799,9.38,0.22
11690,19-001252,-19.034,-1.437,8.67,0.15
11748,19-001310,-17.322,-0.271,8.36,0.15
11770,19-001332,-17.477,-0.97,8.2,0.4
11783,19-001345,-22.227,-4.932,8.1,0.6
11801,19-001363,-17.444,-0.131,8.02,0.0
