,id,lat,lon,diam,depth
3123,11-000096,7.08,-44.077,48.74,1.42
3172,11-000145,11.05,-43.909,37.98,0.13
3182,11-000155,7.128,-40.501,36.51,1.06
3191,11-000164,9.418,-41.499,35.92,1.33
3194,11-000167,8.889,-43.76,35.63,0.91
3202,11-000175,9.353,-40.048,35.26,1.18
3206,11-000179,10.293,-44.656,35.08,0.34
3271,11-000244,7.912,-40.861,29.25,1.13
3374,11-000347,6.151,-41.477,22.97,0.97
3376,11-000349,7.652,-43.925,22.77,1.27
3391,11-000364,7.437,-44.853,22.13,0.86
3401,11-000374,10.841,-44.811,21.71,0.15
3475,11-000448,9.816,-40.565,19.11,0.08
3485,11-000458,6.293,-44.339,18.89,0.56
3549,11-000522,6.12,-44.482,16.64,0.38
3564,11-000537,9.162,-43.501,16.3,0.57
3565,11-000538,6.652,-42.395,16.3,0.78
3606,11-000579,7.283,-43.69,15.72,1.15
3621,11-000594,6.574,-39.949,15.26,1.0
3654,11-000627,7.997,-43.242,14.51,0.4
3659,11-000632,9.682,-43.221,14.43,0.58
3660,11-000633,8.604,-43.817,14.43,0.7
3677,11-000650,7.37,-42.496,13.9,0.94
3679,11-000652,5.94,-40.763,13.89,0.51
3712,11-000685,7.837,-39.534,13.36,0.4
3728,11-000701,6.581,-43.378,13.18,0.92
3736,11-000709,7.924,-40.055,13.06,0.48
3789,11-000762,8.579,-44.796,12.03,0.13
3791,11-000764,11.08,-42.239,12.02,0.72
3799,11-000772,8.863,-40.154,11.93,0.83
3832,11-000805,5.858,-39.678,11.43,0.44
3836,11-000809,8.355,-40.196,11.38,0.61
3846,11-000819,6.45,-41.427,11.22,0.4
3858,11-000831,7.266,-43.537,11.05,0.29
3868,11-000841,9.68,-40.456,10.9,0.0
3881,11-000854,6.895,-42.711,10.78,0.85
3947,11-000920,10.267,-43.652,9.99,0.07
3960,11-000933,7.606,-43.486,9.85,0.14
3976,11-000949,6.913,-43.317,9.74,0.12
4020,11-000993,9.424,-40.769,9.37,0.25
4026,11-000999,10.812,-43.231,9.34,0.09
4028,11-001001,8.124,-44.889,9.3,0.71
4032,11-001005,7.928,-40.645,9.26,0.0
4048,11-001021,6.53,-39.544,9.16,0.36
4067,11-001040,10.823,-44.531,9.03,0.79
4098,11-001071,7.764,-43.114,8.81,0.45
4105,11-001078,9.412,-44.142,8.72,0.28
4118,11-001091,9.698,-40.26,8.66,0.07
