,id,lat,lon,diam,depth
16757,23-000002,-27.486,149.21,175.21,0.98
16903,23-000148,-24.52,149.051,40.37,0.33
16905,23-000150,-27.762,147.201,40.13,1.33
16972,23-000217,-23.388,149.738,34.63,1.02
16992,23-000237,-27.472,149.855,32.95,1.64
17023,23-000268,-27.175,147.222,30.42,0.32
17029,23-000274,-25.809,149.909,29.89,0.29
17096,23-000341,-24.153,150.571,26.81,0.85
17147,23-000392,-27.195,148.131,24.35,0.14
17152,23-000397,-23.213,149.617,24.25,0.64
17185,23-000430,-26.768,150.47,22.94,0.68
17230,23-000475,-23.979,149.761,21.55,0.27
17236,23-000481,-25.487,148.54,21.18,0.66
17242,23-000487,-28.099,146.728,20.99,0.87
17299,23-000544,-24.098,146.343,19.74,1.3
17428,23-000673,-22.841,151.813,17.02,1.5
17549,23-000794,-26.29,148.638,14.9,0.29
17570,23-000815,-25.793,150.81,14.59,0.6
17678,23-000923,-26.662,151.116,13.05,0.41
17690,23-000935,-23.431,146.982,12.95,0.31
17692,23-000937,-22.972,149.732,12.93,0.28
17695,23-000940,-24.959,151.638,12.9,0.34
17697,23-000942,-25.933,146.863,12.88,0.11
17784,23-001029,-22.871,147.252,11.93,0.39
17809,23-001054,-24.377,147.876,11.69,0.52
17826,23-001071,-24.341,150.279,11.57,0.48
17863,23-001108,-26.351,150.463,11.2,0.38
17880,23-001125,-22.561,147.048,11.1,0.44
17918,23-001163,-24.636,150.63,10.77,0.9
17921,23-001166,-22.683,149.602,10.75,0.14
17973,23-001218,-24.721,149.147,10.32,0.13
17977,23-001222,-23.932,148.743,10.28,0.98
18078,23-001323,-26.428,149.396,9.42,0.71
18139,23-001384,-27.614,146.671,9.06,0.19
18173,23-001418,-24.148,147.026,8.89,0.22
18225,23-001470,-25.363,147.693,8.61,0.08
18226,23-001471,-27.192,147.435,8.61,0.15
18275,23-001520,-24.46,150.235,8.34,0.2
18312,23-001557,-23.899,149.437,8.16,0.12
18344,23-001589,-23.613,148.266,8.02,0.0
