,id,lat,lon,diam,depth
13592,21-000034,-6.393,64.723,78.1,0.0
13616,21-000058,-6.986,65.506,66.47,1.32
13651,21-000093,-11.182,65.706,53.55,0.29
13716,21-000158,-6.254,66.485,44.58,0.53
13764,21-000206,-9.237,64.126,38.84,1.9
13782,21-000224,-6.191,65.986,37.13,0.4
13813,21-000255,-8.74,66.691,35.26,0.61
13847,21-000289,-7.989,66.939,33.24,0.67
13856,21-000298,-10.195,63.549,32.92,0.5
13865,21-000307,-7.4,62.612,32.22,0.0
13886,21-000328,-8.615,66.317,31.33,0.6
13890,21-000332,-9.022,67.139,31.11,1.13
13906,21-000348,-8.211,62.265,29.61,0.42
13914,21-000356,-6.429,61.966,29.19,0.42
13940,21-000382,-8.235,63.413,28.18,0.31
13946,21-000388,-7.669,63.469,27.97,0.75
13959,21-000401,-10.51,64.671,27.06,0.25
13961,21-000403,-9.92,62.51,26.96,0.38
14004,21-000446,-10.582,62.516,25.7,1.87
14091,21-000533,-8.039,64.669,22.73,0.66
14186,21-000628,-7.233,63.823,20.38,0.62
14274,21-000716,-9.782,65.923,18.22,0.07
14294,21-000736,-8.383,64.631,17.91,0.39
14389,21-000831,-9.876,66.705,16.27,0.0
14447,21-000889,-6.694,62.149,15.39,0.43
14470,21-000912,-5.934,66.297,15.1,0.19
14607,21-001049,-8.337,65.846,13.34,0.32
14613,21-001055,-7.588,64.686,13.25,0.22
14654,21-001096,-7.512,62.032,12.84,0.29
14679,21-001121,-6.043,65.54,12.56,0.95
14691,21-001133,-7.566,62.947,12.44,0.07
14725,21-001167,-10.083,64.682,12.13,0.99
14798,21-001240,-10.746,64.518,11.33,0.96
14839,21-001281,-7.764,64.219,10.98,1.18
14882,21-001324,-6.869,66.295,10.65,0.24
14960,21-001402,-9.258,63.063,9.94,0.93
14999,21-001441,-6.217,61.88,9.6,0.35
15015,21-001457,-7.652,61.954,9.48,0.96
15025,21-001467,-6.33,67.055,9.41,0.18
15160,21-001602,-9.803,63.12,8.44,0.77
