,id,lat,lon,diam,depth
18350,24-000000,-40.428,-158.061,312.44,3.47
18445,24-000189,-42.185,-162.26,45.43,0.75
18466,24-000228,-43.818,-161.498,41.55,0.62
18485,24-000284,-44.061,-162.218,36.54,0.79
18629,24-000596,-42.585,-162.985,23.78,0.81
18633,24-000609,-43.186,-159.733,23.49,0.28
18663,24-000673,-44.443,-160.772,21.69,0.15
18678,24-000711,-42.237,-157.987,20.75,0.87
18695,24-000755,-39.79,-161.836,19.76,0.81
18701,24-000766,-43.367,-160.911,19.53,0.48
18731,24-000829,-43.466,-159.928,18.27,0.27
18741,24-000849,-42.855,-161.927,17.81,1.18
18761,24-000890,-40.745,-158.251,17.12,0.26
18791,24-000958,-41.571,-157.846,16.03,1.22
18820,24-001022,-42.427,-160.6,15.13,0.61
18840,24-001053,-43.143,-161.793,14.73,0.79
18847,24-001072,-40.74,-160.732,14.53,1.0
18851,24-001079,-42.351,-161.541,14.39,0.21
18860,24-001095,-41.324,-162.101,14.18,0.43
18893,24-001177,-39.568,-159.121,13.17,0.82
18950,24-001304,-41.523,-159.809,12.01,0.11
18983,24-001386,-42.918,-162.912,11.24,0.41
19039,24-001500,-40.011,-161.979,10.36,0.17
19084,24-001602,-42.636,-161.027,9.66,0.37
19087,24-001611,-41.929,-160.96,9.6,0.4
19115,24-001670,-41.153,-158.541,9.18,0.39
19168,24-001781,-44.02,-159.31,8.61,0.07
19208,24-001855,-43.438,-161.669,8.22,0.26
