,id,lat,lon,diam,depth
3037,11-000010,23.566,-20.112,100.78,1.71
3052,11-000025,25.303,-21.882,79.79,0.28
3165,11-000138,25.838,-22.181,38.69,0.28
3170,11-000143,25.744,-16.972,38.12,1.94
3179,11-000152,23.814,-22.156,37.44,1.11
3184,11-000157,23.729,-17.143,36.39,0.7
3266,11-000239,23.042,-21.646,29.49,1.18
3282,11-000255,27.304,-17.483,28.57,1.82
3290,11-000263,22.813,-21.445,27.95,0.79
3295,11-000268,26.532,-18.109,27.72,1.19
3300,11-000273,26.819,-18.193,27.38,0.64
3333,11-000306,23.516,-17.248,25.34,0.84
3335,11-000308,25.424,-22.35,25.19,0.15
3386,11-000359,22.791,-19.772,22.33,0.0
3468,11-000441,25.118,-18.165,19.31,0.62
3473,11-000446,23.37,-21.929,19.17,0.3
3489,11-000462,26.421,-19.478,18.72,0.16
3516,11-000489,27.894,-19.143,17.52,0.39
3526,11-000499,24.691,-22.499,17.33,0.52
3555,11-000528,26.73,-19.358,16.46,0.63
3608,11-000581,24.979,-20.287,15.7,0.0
3644,11-000617,23.457,-18.762,14.68,1.15
3727,11-000700,23.334,-21.022,13.18,1.11
3781,11-000754,26.979,-19.264,12.15,0.57
3823,11-000796,24.521,-17.23,11.58,1.07
3826,11-000799,27.574,-16.945,11.52,0.75
3900,11-000873,24.568,-19.462,10.5,0.3
3924,11-000897,24.239,-16.977,10.27,0.76
3949,11-000922,22.535,-21.406,9.96,0.0
3987,11-000960,23.06,-18.907,9.64,0.16
4095,11-001068,24.984,-18.072,8.83,0.0
4115,11-001088,24.556,-20.677,8.66,0.38
4121,11-001094,24.044,-17.952,8.63,0.8
4148,11-001121,26.26,-19.253,8.45,0.16
