,id,lat,lon,diam,depth
11918,20-000112,-3.924,43.772,53.31,1.26
12014,20-000208,-3.206,43.103,40.05,0.87
12018,20-000212,-1.044,40.439,39.54,0.05
12102,20-000296,-5.531,40.69,33.11,0.74
12216,20-000410,-1.492,40.834,27.49,0.05
12232,20-000426,-1.16,40.98,27.02,0.11
12297,20-000491,-1.001,40.081,25.02,0.47
12308,20-000502,-1.858,40.021,24.76,0.0
12349,20-000543,-2.774,40.519,23.5,1.29
12352,20-000546,-5.118,43.758,23.4,0.22
12379,20-000573,-2.645,42.844,22.45,0.55
12524,20-000718,-2.992,41.562,18.98,0.1
12551,20-000745,-5.313,40.0,18.51,0.21
12555,20-000749,-4.575,41.323,18.43,0.3
12598,20-000792,-2.478,39.429,17.65,0.18
12621,20-000815,-1.504,43.992,17.16,0.72
12680,20-000874,-1.837,41.505,16.06,0.9
12695,20-000889,-3.225,39.426,15.88,0.32
12698,20-000892,-5.447,44.99,15.86,0.2
12737,20-000931,-1.998,39.939,15.24,0.23
12806,20-001000,-4.282,43.18,14.46,0.88
12845,20-001039,-4.933,41.742,13.92,0.0
12874,20-001068,-5.338,43.349,13.49,0.17
12878,20-001072,-4.048,42.542,13.42,0.25
12945,20-001139,-2.612,41.345,12.75,0.16
12973,20-001167,-4.589,40.752,12.4,0.82
12985,20-001179,-1.895,41.502,12.26,0.0
12991,20-001185,-1.256,44.806,12.23,0.17
12999,20-001193,-4.609,40.379,12.13,0.16
13001,20-001195,-2.276,42.849,12.12,0.68
13087,20-001281,-3.069,42.565,11.33,1.55
13093,20-001287,-1.123,42.081,11.25,0.0
13144,20-001338,-2.323,43.097,10.75,0.0
13238,20-001432,-2.214,44.603,10.07,0.1
13321,20-001515,-5.253,44.767,9.42,0.19
13380,20-001574,-0.727,44.142,9.05,0.0
13401,20-001595,-0.992,40.453,8.91,0.12
13457,20-001651,-4.944,41.886,8.57,0.05
13516,20-001710,-0.387,43.431,8.21,0.17
13539,20-001733,-4.63,44.511,8.08,0.07
