,id,lat,lon,diam,depth
3093,11-000066,1.201,-25.688,54.68,1.37
3126,11-000099,5.437,-22.532,47.34,0.91
3133,11-000106,0.29,-25.012,44.23,0.71
3237,11-000210,0.22,-25.445,32.48,0.32
3362,11-000335,3.913,-24.267,23.85,1.1
3396,11-000369,1.32,-23.725,21.93,0.88
3448,11-000421,0.354,-26.705,20.14,0.75
3458,11-000431,2.655,-22.683,19.74,0.62
3514,11-000487,3.435,-22.819,17.54,0.92
3541,11-000514,4.299,-23.591,16.84,0.74
3546,11-000519,1.387,-22.72,16.73,1.01
3589,11-000562,0.789,-22.844,15.91,0.95
3747,11-000720,1.32,-24.167,12.79,0.12
3857,11-000830,2.979,-24.284,11.06,0.67
3887,11-000860,4.801,-26.664,10.69,0.9
3916,11-000889,3.06,-24.196,10.33,0.44
3922,11-000895,0.231,-22.516,10.28,0.59
3969,11-000942,3.147,-24.119,9.79,0.52
3973,11-000946,1.407,-27.768,9.76,0.18
3981,11-000954,5.615,-25.597,9.69,0.44
3996,11-000969,1.513,-27.041,9.56,0.78
4002,11-000975,2.107,-27.304,9.52,1.61
4037,11-001010,4.332,-23.117,9.23,0.38
4107,11-001080,1.665,-23.029,8.69,0.35
4163,11-001136,3.211,-23.932,8.32,0.81
4197,11-001170,4.661,-27.762,8.04,0.16
