,id,lat,lon,diam,depth
6004,13-000058,2.64,85.792,65.61,1.76
6031,13-000085,2.453,84.768,55.33,0.91
6080,13-000134,0.029,89.643,42.68,0.64
6108,13-000162,3.15,89.841,37.38,1.32
6170,13-000224,0.976,88.286,31.24,0.72
6172,13-000226,2.54,87.994,31.15,1.35
6230,13-000284,3.247,89.154,26.37,0.27
6268,13-000322,2.628,89.339,24.24,0.49
6334,13-000388,1.357,87.572,20.27,0.54
6349,13-000403,2.122,85.912,19.52,1.27
6372,13-000426,1.977,85.013,18.74,1.05
6415,13-000469,3.623,84.569,17.38,1.28
6436,13-000490,1.984,86.187,16.92,0.62
6442,13-000496,0.583,86.486,16.81,0.95
6451,13-000505,2.612,89.07,16.57,1.41
6467,13-000521,3.193,85.03,16.15,0.55
6533,13-000587,1.747,89.791,14.62,0.38
6548,13-000602,1.193,89.739,14.25,0.4
6587,13-000641,0.695,85.29,13.47,0.39
6605,13-000659,3.038,86.644,13.22,0.71
6624,13-000678,1.652,89.606,12.97,0.56
6640,13-000694,1.515,87.108,12.75,1.11
6665,13-000719,2.766,89.797,12.25,0.24
6674,13-000728,2.923,86.917,12.13,0.5
6706,13-000760,3.097,88.54,11.81,0.75
6750,13-000804,1.682,84.38,11.28,0.45
6784,13-000838,1.513,86.43,10.86,0.27
6851,13-000905,0.873,85.136,10.09,0.35
6865,13-000919,3.729,88.27,9.92,0.2
6885,13-000939,2.214,87.001,9.79,0.92
6925,13-000979,1.405,85.026,9.27,0.83
6961,13-001015,0.351,89.978,9.03,0.0
6976,13-001030,0.382,87.285,8.93,0.85
7000,13-001054,3.52,87.106,8.73,0.9
7004,13-001058,0.034,84.444,8.71,0.61
7030,13-001084,3.413,85.274,8.54,0.37
7031,13-001085,0.705,88.333,8.54,0.0
7036,13-001090,0.339,89.038,8.48,0.18
7046,13-001100,2.399,89.34,8.42,0.19
7094,13-001148,5.052,85.094,8.02,0.02
