,id,lat,lon,diam,depth
4235,12-000031,27.149,35.601,86.39,0.68
4288,12-000084,27.443,34.81,58.45,1.12
4339,12-000135,25.934,34.975,48.08,0.94
4341,12-000137,26.235,38.918,47.68,2.19
4393,12-000189,24.282,39.25,42.97,0.91
4407,12-000203,26.162,37.48,41.59,1.14
4420,12-000216,23.233,35.082,40.75,0.84
4454,12-000250,24.277,35.23,38.18,0.99
4474,12-000270,26.163,34.35,36.56,1.13
4940,12-000736,24.275,36.469,18.39,0.49
4974,12-000770,22.751,36.315,17.74,0.86
5045,12-000841,23.679,38.216,16.35,0.33
5113,12-000909,25.057,39.057,15.25,0.55
5153,12-000949,24.108,38.638,14.55,1.07
5155,12-000951,22.723,36.488,14.53,0.29
5229,12-001025,25.939,34.961,13.62,0.1
5233,12-001029,26.129,34.806,13.56,0.19
5321,12-001117,25.92,35.584,12.4,0.12
5323,12-001119,23.184,37.66,12.39,0.11
5355,12-001151,25.693,36.768,12.12,0.37
5368,12-001164,26.149,36.032,12.0,0.26
5394,12-001190,25.907,36.245,11.68,0.27
5404,12-001200,24.595,36.854,11.56,0.05
5435,12-001231,22.76,38.402,11.31,0.29
5480,12-001276,23.585,39.068,11.03,0.75
5488,12-001284,23.229,36.743,10.95,0.04
5658,12-001454,28.124,38.494,9.66,0.34
5665,12-001461,25.317,38.05,9.62,0.5
5693,12-001489,24.981,37.958,9.44,0.51
5720,12-001516,23.799,36.82,9.27,0.15
5752,12-001548,26.299,39.198,9.05,0.53
5792,12-001588,26.324,36.076,8.86,0.25
5881,12-001677,24.563,36.712,8.34,0.29
5888,12-001684,24.796,35.963,8.31,0.5
5900,12-001696,26.27,37.408,8.2,0.23
