,id,lat,lon,diam,depth
20681,27-000021,-41.501,7.332,97.7,0.42
20742,27-000130,-40.18,5.807,52.07,1.21
20778,27-000193,-43.271,9.707,44.5,1.53
20799,27-000234,-40.724,8.46,40.41,1.64
20816,27-000263,-41.632,6.587,38.24,0.32
20856,27-000316,-44.292,7.9,34.16,0.98
20870,27-000344,-41.496,10.357,32.21,0.36
20918,27-000435,-44.833,8.294,27.94,0.63
20925,27-000446,-44.727,10.599,27.38,1.39
20965,27-000519,-44.976,6.387,24.14,0.75
20983,27-000551,-43.903,6.24,22.72,0.0
21009,27-000594,-44.919,9.307,21.01,0.4
21010,27-000595,-42.095,10.204,21.0,0.31
21030,27-000623,-42.839,6.362,19.79,0.62
21034,27-000630,-39.745,6.968,19.67,0.15
21048,27-000656,-43.072,10.57,19.04,0.18
21131,27-000792,-41.05,5.734,16.61,0.24
21151,27-000816,-43.565,6.262,16.16,0.27
21160,27-000830,-40.905,6.14,15.92,0.83
21174,27-000857,-39.81,7.716,15.34,0.23
21199,27-000896,-44.835,6.013,14.72,0.0
21228,27-000948,-42.507,6.729,13.83,0.26
21246,27-000976,-42.26,6.239,13.46,0.31
21291,27-001051,-42.027,8.431,12.5,0.45
21295,27-001057,-41.425,8.973,12.42,0.0
21382,27-001205,-39.525,8.172,10.85,0.36
21426,27-001277,-41.433,7.853,10.16,0.32
21511,27-001417,-41.818,10.38,8.89,0.0
21518,27-001428,-42.968,10.157,8.81,0.19
21567,27-001531,-44.772,8.181,8.03,0.34
