,id,lat,lon,diam,depth
11926,20-000120,-9.651,6.249,51.93,1.15
11972,20-000166,-7.673,5.864,44.73,0.12
11997,20-000191,-10.69,5.9,41.35,2.12
12040,20-000234,-11.146,9.039,37.91,0.5
12073,20-000267,-10.675,6.555,34.11,0.66
12099,20-000293,-5.77,8.977,33.23,0.16
12228,20-000422,-6.082,8.706,27.22,0.17
12355,20-000549,-8.514,7.518,23.33,0.65
12362,20-000556,-8.505,6.607,23.04,0.29
12373,20-000567,-5.795,7.465,22.65,1.42
12403,20-000597,-7.862,8.314,21.7,0.57
12431,20-000625,-11.205,6.25,21.19,0.36
12438,20-000632,-9.196,7.308,20.96,0.54
12469,20-000663,-5.75,6.588,20.24,0.47
12536,20-000730,-7.346,6.201,18.85,0.56
12544,20-000738,-9.186,10.572,18.69,1.37
12579,20-000773,-9.805,8.549,18.1,0.54
12590,20-000784,-7.08,8.14,17.91,0.2
12655,20-000849,-6.172,8.056,16.45,0.21
12738,20-000932,-5.867,8.369,15.23,0.17
12743,20-000937,-10.704,9.234,15.18,0.1
12830,20-001024,-9.142,7.114,14.13,0.98
12846,20-001040,-9.778,7.803,13.86,0.09
12858,20-001052,-8.811,6.478,13.72,0.09
12984,20-001178,-8.019,8.181,12.28,0.99
13128,20-001322,-8.191,7.311,10.88,1.12
13132,20-001326,-7.145,9.877,10.8,0.04
13250,20-001444,-7.884,6.146,9.94,0.11
13286,20-001480,-6.146,7.053,9.67,0.12
13310,20-001504,-7.818,6.967,9.49,0.96
13342,20-001536,-6.758,7.479,9.29,0.86
13369,20-001563,-7.201,9.319,9.1,0.06
13374,20-001568,-7.06,6.937,9.07,0.94
13425,20-001619,-8.715,8.914,8.81,0.73
13449,20-001643,-6.958,7.694,8.63,0.0
13480,20-001674,-6.743,9.294,8.45,0.07
13495,20-001689,-5.875,9.943,8.36,0.91
13500,20-001694,-7.739,5.73,8.34,0.0
13517,20-001711,-5.986,5.689,8.2,0.79
