,id,lat,lon,diam,depth
20670,27-000000,-36.774,2.813,427.15,0.95
20674,27-000008,-35.696,1.425,125.14,0.31
20698,27-000051,-35.129,3.31,73.53,0.46
20733,27-000116,-35.928,1.077,54.63,0.47
20808,27-000247,-39.008,0.273,39.49,0.0
20889,27-000379,-33.799,2.334,30.41,0.85
20894,27-000386,-35.983,3.332,30.27,0.89
20986,27-000555,-37.916,3.729,22.53,0.12
21094,27-000729,-33.833,2.605,17.71,0.76
21095,27-000730,-37.973,1.583,17.7,0.13
21114,27-000761,-38.761,4.203,17.3,0.06
21118,27-000771,-34.624,1.156,17.14,0.27
21127,27-000785,-35.327,2.492,16.77,0.23
21136,27-000798,-38.787,5.409,16.57,0.18
21214,27-000914,-38.536,2.42,14.46,0.11
21217,27-000918,-37.623,5.601,14.38,0.3
21262,27-001005,-34.194,4.069,13.09,0.76
21286,27-001040,-39.356,5.041,12.69,0.63
21300,27-001069,-34.225,0.231,12.3,0.29
21350,27-001151,-34.814,1.782,11.35,0.0
21361,27-001167,-37.188,3.418,11.23,0.0
21380,27-001199,-35.338,1.668,10.88,0.69
21386,27-001213,-36.065,4.537,10.69,0.06
21390,27-001218,-35.203,3.31,10.62,0.0
