,id,lat,lon,diam,depth
13600,21-000042,-29.305,71.3,73.56,0.99
14425,21-000867,-28.632,72.12,15.67,1.15
14460,21-000902,-29.829,72.215,15.17,0.51
14468,21-000910,-28.498,67.882,15.11,0.71
14530,21-000972,-28.321,72.015,14.31,0.47
14699,21-001141,-28.162,67.862,12.37,0.39
15031,21-001473,-28.633,67.888,9.36,0.37
15057,21-001499,-28.395,71.15,9.16,0.25
15066,21-001508,-28.302,67.914,9.11,0.58
15105,21-001547,-28.373,71.051,8.86,0.29
15190,21-001632,-28.775,70.208,8.29,0.77
21619,28-000134,-32.916,70.371,40.84,0.16
21810,28-000626,-32.752,71.973,14.37,0.66
21855,28-000727,-31.748,70.317,12.33,0.04
21862,28-000745,-31.942,68.565,12.06,0.66
21924,28-000904,-30.41,72.863,9.8,0.19
21928,28-000914,-32.4,67.774,9.71,0.43
