,id,lat,lon,diam,depth
13577,21-000019,-18.805,59.188,90.64,1.2
13601,21-000043,-21.056,60.782,73.4,0.64
13612,21-000054,-17.028,59.184,68.75,0.38
13614,21-000056,-22.15,59.812,67.86,1.22
13639,21-000081,-20.261,59.468,58.23,0.76
13707,21-000149,-18.642,56.327,45.46,0.64
13750,21-000192,-21.628,57.618,40.73,0.42
14049,21-000491,-20.454,59.954,24.32,0.27
14161,21-000603,-20.16,56.995,21.06,0.18
14180,21-000622,-20.851,61.033,20.5,0.25
14211,21-000653,-20.748,58.591,19.79,1.44
14272,21-000714,-22.053,57.854,18.25,0.76
14285,21-000727,-21.072,59.926,18.07,1.44
14306,21-000748,-20.6,61.846,17.76,0.34
14359,21-000801,-18.025,57.107,16.76,0.72
14406,21-000848,-22.368,59.309,15.94,0.6
14422,21-000864,-19.129,56.257,15.72,0.45
14453,21-000895,-19.108,57.486,15.28,1.06
14508,21-000950,-17.651,57.858,14.6,0.87
14550,21-000992,-21.949,61.755,14.09,0.47
14584,21-001026,-22.466,56.272,13.59,1.15
14653,21-001095,-19.456,58.009,12.84,0.92
14712,21-001154,-21.248,59.733,12.21,0.38
14885,21-001327,-21.369,59.175,10.62,0.1
14914,21-001356,-19.021,60.75,10.4,0.19
14948,21-001390,-21.579,60.29,10.08,0.36
