,id,lat,lon,diam,depth
120,03-000003,41.784,-64.0,86.38,1.0
130,03-000025,42.654,-65.03,38.23,0.37
132,03-000031,41.387,-63.031,33.66,0.62
133,03-000033,39.639,-65.274,33.01,1.38
137,03-000042,42.247,-65.135,28.99,0.26
141,03-000050,41.641,-66.301,26.7,0.31
148,03-000058,44.955,-63.193,24.75,0.18
149,03-000059,44.82,-65.654,24.19,0.3
156,03-000076,44.155,-66.036,21.32,0.23
158,03-000079,44.447,-63.512,21.18,0.23
161,03-000083,39.545,-67.263,20.66,1.47
166,03-000098,40.495,-62.322,19.62,0.12
178,03-000115,41.314,-65.196,17.86,0.12
187,03-000128,41.15,-66.786,16.86,0.94
189,03-000133,42.977,-66.119,16.45,0.8
191,03-000136,43.917,-66.67,16.21,0.32
199,03-000147,43.726,-67.014,15.64,0.16
202,03-000150,40.434,-62.9,15.53,0.07
216,03-000171,43.867,-63.472,14.12,0.21
218,03-000173,43.834,-65.866,13.93,0.74
221,03-000179,44.707,-63.474,13.76,0.11
225,03-000193,39.669,-62.452,12.97,0.08
235,03-000208,40.929,-66.681,12.29,0.81
240,03-000222,44.304,-64.159,11.81,0.49
241,03-000223,43.358,-67.49,11.77,0.1
248,03-000236,41.248,-65.722,11.06,0.13
259,03-000251,44.162,-65.016,10.67,0.32
274,03-000284,44.566,-64.712,9.44,0.07
276,03-000287,42.821,-64.84,9.24,0.69
284,03-000305,44.779,-64.882,9.01,0.08
289,03-000312,43.433,-64.846,8.88,0.09
296,03-000326,42.07,-64.871,8.55,0.4
298,03-000330,44.129,-62.304,8.52,0.27
