,id,lat,lon,diam,depth
8155,16-000011,-19.59,-158.512,120.23,1.53
8161,16-000017,-20.589,-162.317,108.49,0.41
8195,16-000051,-18.559,-157.717,64.46,0.71
8199,16-000055,-21.577,-159.229,62.6,0.66
8255,16-000111,-21.397,-162.786,48.22,0.65
8258,16-000114,-21.969,-160.038,47.87,0.56
8282,16-000138,-20.049,-159.104,43.4,1.87
8324,16-000180,-19.597,-161.131,38.29,0.16
8327,16-000183,-21.743,-158.483,38.17,0.85
8341,16-000197,-19.294,-160.086,36.7,0.99
8362,16-000218,-20.555,-157.508,34.42,1.68
8367,16-000223,-17.81,-157.514,33.85,1.81
8398,16-000254,-21.179,-158.551,31.45,0.35
8465,16-000321,-22.187,-160.783,28.52,0.15
8469,16-000325,-18.701,-162.773,28.37,0.53
8548,16-000404,-17.676,-160.709,25.37,0.2
8605,16-000461,-20.971,-160.863,22.99,1.26
8610,16-000466,-17.259,-158.902,22.83,0.52
8621,16-000477,-21.515,-161.037,22.58,0.21
8689,16-000545,-19.68,-160.696,20.58,0.29
8697,16-000553,-16.92,-162.353,20.34,0.15
8698,16-000554,-17.63,-159.774,20.32,0.4
8745,16-000601,-21.914,-158.294,19.02,0.58
8795,16-000651,-18.418,-160.216,18.02,0.24
8843,16-000699,-21.236,-161.428,17.01,1.02
8849,16-000705,-18.206,-160.216,16.83,0.17
8856,16-000712,-19.113,-158.093,16.64,0.91
8946,16-000802,-16.903,-159.144,15.16,0.19
9005,16-000861,-18.661,-160.437,14.36,0.32
9039,16-000895,-21.111,-162.309,13.81,0.33
9041,16-000897,-22.273,-158.207,13.73,0.26
9064,16-000920,-21.298,-162.93,13.5,0.39
9107,16-000963,-19.256,-160.828,13.01,0.13
9156,16-001012,-18.905,-158.205,12.28,0.6
9191,16-001047,-17.271,-158.166,11.79,0.25
9194,16-001050,-21.195,-159.771,11.74,0.16
9270,16-001126,-20.052,-161.123,10.98,0.99
9292,16-001148,-22.295,-161.983,10.79,0.87
9403,16-001259,-19.338,-160.424,9.75,0.19
9460,16-001316,-18.285,-162.73,9.3,0.73
9475,16-001331,-21.274,-162.064,9.18,0.14
9479,16-001335,-20.166,-161.435,9.16,0.25
9572,16-001428,-19.494,-159.412,8.62,0.42
9587,16-001443,-17.469,-160.323,8.56,0.15
9590,16-001446,-19.445,-162.644,8.53,0.66
