,id,lat,lon,diam,depth
13638,21-000080,-11.074,71.383,58.35,0.75
13667,21-000109,-10.59,71.081,51.15,1.48
13701,21-000143,-6.319,72.163,47.2,0.99
13715,21-000157,-8.362,69.945,44.72,0.43
13728,21-000170,-11.154,69.637,43.65,1.37
13785,21-000227,-9.283,69.156,36.91,0.97
13811,21-000253,-6.269,69.646,35.39,0.58
13815,21-000257,-5.937,68.123,35.1,0.74
13885,21-000327,-7.215,72.296,31.38,0.17
13899,21-000341,-6.869,69.08,30.1,0.68
13918,21-000360,-8.507,68.674,28.97,0.45
13926,21-000368,-9.123,71.894,28.71,0.15
13965,21-000407,-10.56,72.131,26.85,0.8
14027,21-000469,-8.7,70.42,25.07,0.45
14031,21-000473,-10.656,69.084,24.88,0.25
14147,21-000589,-6.331,70.581,21.33,0.27
14170,21-000612,-9.979,68.109,20.87,0.5
14190,21-000632,-7.193,72.64,20.29,0.49
14238,21-000680,-6.221,68.152,19.09,0.36
14245,21-000687,-7.749,70.043,18.8,0.5
14249,21-000691,-6.178,70.295,18.78,0.23
14257,21-000699,-9.385,72.824,18.55,0.43
14324,21-000766,-8.782,70.638,17.39,1.31
14379,21-000821,-6.529,67.852,16.37,0.21
14458,21-000900,-9.693,67.814,15.18,0.0
14481,21-000923,-7.62,69.762,14.89,0.36
14501,21-000943,-8.908,71.463,14.73,0.99
14513,21-000955,-5.678,71.987,14.54,0.0
14539,21-000981,-9.832,69.634,14.26,0.23
14601,21-001043,-10.106,67.727,13.45,0.11
14696,21-001138,-10.827,72.87,12.38,0.23
14755,21-001197,-7.693,71.854,11.79,1.14
14809,21-001251,-7.481,67.865,11.25,0.0
14852,21-001294,-9.287,71.613,10.87,0.15
14905,21-001347,-7.587,72.771,10.46,0.92
14918,21-001360,-8.297,72.22,10.34,0.99
14968,21-001410,-8.919,69.844,9.87,1.12
14994,21-001436,-9.606,73.024,9.64,0.68
15017,21-001459,-9.241,68.549,9.47,0.22
15130,21-001572,-6.647,69.719,8.64,0.0
