,id,lat,lon,diam,depth
10461,19-000023,-29.952,-33.575,84.28,2.25
10526,19-000088,-29.366,-32.146,53.05,1.62
10650,19-000212,-28.455,-30.804,32.85,0.91
11133,19-000695,-29.004,-32.581,14.95,0.38
11239,19-000801,-28.642,-30.101,13.18,0.36
11570,19-001132,-28.511,-31.194,9.47,0.68
19945,26-000059,-32.524,-30.962,57.54,1.86
19954,26-000077,-31.189,-31.298,52.43,2.03
19978,26-000117,-31.809,-32.937,46.91,1.16
20053,26-000266,-31.613,-28.397,31.27,1.08
20088,26-000328,-32.798,-32.88,26.71,0.75
20128,26-000404,-33.19,-32.369,23.79,0.16
20140,26-000424,-31.129,-28.136,23.13,1.26
20164,26-000462,-30.644,-29.597,21.93,0.7
20199,26-000516,-32.323,-33.41,20.03,1.09
20267,26-000630,-30.131,-31.633,16.93,0.22
20274,26-000643,-31.241,-32.846,16.67,0.51
20286,26-000670,-30.114,-28.228,16.06,0.82
20419,26-000905,-32.661,-33.66,11.97,0.39
20547,26-001113,-32.334,-28.2,9.64,0.43
20615,26-001221,-30.848,-33.712,8.71,0.4
