,id,lat,lon,diam,depth
1617,06-000004,31.047,68.423,84.67,1.16
1625,06-000014,32.011,68.866,52.69,1.51
1631,06-000023,30.267,67.982,37.7,1.45
1663,06-000084,31.548,67.794,21.52,0.85
1678,06-000104,32.674,67.68,18.17,0.52
1682,06-000110,31.706,72.132,17.71,0.44
1694,06-000128,30.313,69.961,16.51,0.45
1696,06-000130,33.549,73.061,16.36,0.73
1706,06-000150,32.749,71.655,14.86,0.76
1729,06-000180,31.388,70.604,13.39,0.92
1731,06-000182,30.052,71.534,13.35,0.34
1736,06-000187,32.722,68.727,13.05,0.21
1751,06-000215,31.845,71.645,11.61,0.18
1753,06-000218,32.306,72.332,11.58,0.75
1787,06-000264,30.591,69.924,10.21,0.63
1806,06-000289,31.802,67.72,9.55,0.67
1815,06-000302,30.175,71.023,9.27,0.73
1818,06-000307,31.06,71.763,9.08,0.43
1820,06-000311,32.776,69.382,9.03,0.48
1852,06-000359,32.49,72.437,8.26,0.15
5967,13-000021,29.391,70.472,93.79,1.97
5972,13-000026,28.957,72.224,89.82,2.67
5998,13-000052,28.148,68.527,68.31,1.49
6025,13-000079,29.297,68.549,58.19,1.7
6097,13-000151,28.173,71.269,40.6,0.52
6130,13-000184,28.496,69.21,34.81,0.93
6290,13-000344,28.213,71.034,23.16,1.32
6302,13-000356,28.429,68.909,22.29,1.13
6377,13-000431,28.933,69.3,18.53,0.19
6575,13-000629,28.51,69.3,13.63,0.93
6724,13-000778,29.734,68.673,11.6,0.73
6765,13-000819,29.768,68.817,11.12,0.61
6883,13-000937,29.437,69.495,9.8,0.21
6933,13-000987,29.645,67.694,9.22,0.6
6983,13-001037,29.711,68.528,8.88,0.6
