,id,lat,lon,diam,depth
15253,22-000024,-3.664,129.069,75.5,1.52
15276,22-000047,-1.402,126.537,62.28,0.43
15291,22-000062,-1.955,127.46,58.16,0.34
15315,22-000086,-4.533,124.968,52.23,1.52
15425,22-000196,-4.589,127.082,34.2,0.38
15435,22-000206,-2.235,124.316,33.34,1.64
15507,22-000278,-1.952,128.595,27.9,0.81
15531,22-000302,-1.654,125.084,26.38,1.43
15641,22-000412,-0.275,125.983,22.33,1.57
15652,22-000423,-2.264,129.102,22.0,0.53
15706,22-000477,-1.641,126.623,20.35,0.2
15719,22-000490,-2.33,126.473,19.84,0.64
15752,22-000523,-5.429,123.974,18.93,0.0
15759,22-000530,-1.001,125.522,18.79,0.65
15803,22-000574,-0.806,125.176,17.76,0.34
15805,22-000576,-0.676,128.994,17.74,0.33
15807,22-000578,-3.605,127.425,17.71,0.39
15826,22-000597,-1.657,124.588,17.38,0.65
15867,22-000638,-1.363,126.094,16.54,0.32
15883,22-000654,-3.422,124.612,16.33,0.48
15915,22-000686,-4.893,127.834,15.87,0.49
15932,22-000703,-5.582,123.948,15.61,0.25
16035,22-000806,-4.53,127.502,14.01,1.15
16065,22-000836,-1.186,126.548,13.67,0.28
16102,22-000873,-2.012,127.577,13.18,0.28
16131,22-000902,-4.805,126.426,12.85,0.76
16163,22-000934,-1.681,124.19,12.4,0.59
16201,22-000972,-4.014,126.236,12.01,0.25
16245,22-001016,-2.756,127.722,11.7,0.34
16258,22-001029,-3.029,128.553,11.6,0.94
16292,22-001063,-1.019,127.173,11.25,1.04
16308,22-001079,-2.55,127.884,11.09,0.31
16349,22-001120,-0.206,127.399,10.7,0.6
16389,22-001160,-3.449,127.543,10.34,0.29
16478,22-001249,-5.168,129.369,9.68,0.22
16491,22-001262,-4.819,126.424,9.62,0.0
16536,22-001307,-2.543,128.673,9.19,0.24
16567,22-001338,-1.247,125.23,8.98,0.43
16602,22-001373,-1.289,128.757,8.78,0.34
16613,22-001384,-0.73,126.022,8.7,0.0
16674,22-001445,-3.707,124.226,8.4,1.13
16706,22-001477,-4.338,124.839,8.26,0.8
16713,22-001484,-2.051,125.636,8.2,0.81
16737,22-001508,-3.154,125.476,8.05,0.16
