,id,lat,lon,diam,depth
11811,20-000005,-9.089,20.512,198.54,0.0
11874,20-000068,-9.242,21.091,64.79,0.1
11933,20-000127,-6.828,19.615,50.91,0.71
11937,20-000131,-9.905,17.166,50.62,0.99
11962,20-000156,-11.15,18.838,46.22,0.66
12011,20-000205,-9.271,18.632,40.26,0.78
12041,20-000235,-10.37,19.694,37.9,0.99
12103,20-000297,-10.071,20.313,33.02,0.07
12142,20-000336,-6.406,21.68,30.64,0.49
12190,20-000384,-10.398,20.993,28.59,0.07
12191,20-000385,-10.548,21.959,28.41,0.32
12227,20-000421,-10.706,20.508,27.27,0.21
12260,20-000454,-6.853,22.469,26.22,0.93
12295,20-000489,-10.645,17.52,25.12,0.91
12305,20-000499,-6.908,21.056,24.81,0.45
12386,20-000580,-11.057,22.203,22.09,0.32
12395,20-000589,-6.3,19.379,21.85,1.69
12406,20-000600,-9.528,19.876,21.67,0.23
12415,20-000609,-6.564,21.879,21.43,0.65
12439,20-000633,-9.998,19.412,20.93,0.36
12489,20-000683,-9.575,19.196,19.79,1.35
12540,20-000734,-7.259,20.39,18.8,0.14
12547,20-000741,-8.662,19.967,18.59,0.0
12604,20-000798,-7.662,17.449,17.44,0.27
12697,20-000891,-8.691,18.032,15.87,0.34
12716,20-000910,-9.577,18.251,15.54,0.13
12884,20-001078,-9.453,18.311,13.39,0.6
12886,20-001080,-8.3,19.826,13.38,1.01
12935,20-001129,-8.991,19.904,12.86,0.08
13008,20-001202,-8.931,19.679,12.04,0.08
13164,20-001358,-8.266,21.052,10.63,0.87
13187,20-001381,-7.434,17.476,10.49,0.18
13205,20-001399,-8.816,19.277,10.37,0.14
13324,20-001518,-7.106,21.969,9.41,0.89
13341,20-001535,-10.392,18.416,9.29,0.16
13467,20-001661,-8.374,18.746,8.51,0.76
13477,20-001671,-9.034,18.913,8.46,0.65
13523,20-001717,-6.585,20.093,8.17,0.87
13543,20-001737,-10.361,21.943,8.06,0.76
