,id,lat,lon,diam,depth
9974,18-000076,-21.43,-60.164,32.15,0.24
10021,18-000123,-18.12,-59.768,23.2,0.66
10044,18-000146,-19.614,-59.116,20.36,0.0
10045,18-000147,-17.715,-60.492,20.36,1.14
10073,18-000175,-20.49,-59.669,18.49,0.4
10109,18-000211,-19.828,-56.746,16.63,0.96
10117,18-000219,-20.831,-61.015,16.03,0.66
10136,18-000238,-18.778,-59.824,15.29,0.58
10137,18-000239,-19.671,-59.382,15.26,0.45
10145,18-000247,-18.238,-59.328,14.99,0.23
10196,18-000298,-22.028,-57.364,13.15,0.99
10213,18-000315,-18.279,-59.573,12.61,0.68
10215,18-000317,-18.092,-58.646,12.47,0.93
10228,18-000330,-22.021,-59.191,11.96,0.99
10241,18-000343,-20.071,-59.257,11.64,0.04
10304,18-000406,-17.744,-59.675,10.31,0.69
10311,18-000413,-19.5,-58.941,10.12,0.81
10315,18-000417,-18.635,-58.632,10.07,0.86
10326,18-000428,-20.495,-59.336,9.79,0.96
10356,18-000458,-22.085,-60.453,9.28,0.0
10387,18-000489,-17.837,-61.854,8.7,0.54
10396,18-000498,-20.961,-61.087,8.55,0.93
10412,18-000514,-21.487,-59.54,8.33,0.0
