,id,lat,lon,diam,depth
11832,20-000026,-24.241,34.541,91.09,1.39
11848,20-000042,-24.808,35.731,77.34,0.0
11866,20-000060,-24.587,37.017,69.24,1.0
11978,20-000172,-24.435,38.371,44.02,1.27
11987,20-000181,-22.538,36.069,42.21,0.99
12019,20-000213,-25.781,34.422,39.43,2.48
12020,20-000214,-23.935,36.978,39.42,1.3
12085,20-000279,-25.702,35.653,33.65,1.21
12163,20-000357,-26.11,34.839,29.78,0.55
12172,20-000366,-26.995,35.857,29.34,0.85
12178,20-000372,-26.49,36.663,29.07,0.96
12221,20-000415,-24.678,35.967,27.36,1.02
12234,20-000428,-23.355,35.395,26.96,0.99
12265,20-000459,-23.986,38.26,26.06,0.63
12268,20-000462,-25.927,34.031,26.02,1.06
12277,20-000471,-22.837,36.168,25.82,1.73
12530,20-000724,-22.857,39.331,18.93,0.33
12539,20-000733,-26.804,36.435,18.82,0.38
12614,20-000808,-26.493,37.921,17.25,0.42
12642,20-000836,-25.417,37.941,16.58,1.23
12692,20-000886,-28.119,36.725,15.91,0.39
12719,20-000913,-26.511,37.769,15.48,0.48
12803,20-000997,-26.504,38.858,14.48,0.34
12837,20-001031,-26.193,37.81,14.04,0.37
12841,20-001035,-24.996,38.962,13.99,0.14
12885,20-001079,-24.981,37.401,13.38,0.44
12921,20-001115,-24.826,39.286,13.07,0.24
12949,20-001143,-24.424,38.059,12.69,0.0
12960,20-001154,-27.809,37.255,12.57,0.33
12963,20-001157,-23.423,37.831,12.54,1.25
12998,20-001192,-23.482,35.41,12.14,0.77
13052,20-001246,-27.394,36.674,11.66,0.88
13066,20-001260,-25.294,37.295,11.57,0.34
13207,20-001401,-23.946,38.026,10.34,0.47
13220,20-001414,-25.287,34.84,10.19,0.35
13236,20-001430,-25.415,38.581,10.1,1.01
13439,20-001633,-23.856,38.627,8.68,0.14
13476,20-001670,-28.112,36.219,8.46,0.07
13511,20-001705,-25.195,38.363,8.23,0.71
