,id,lat,lon,diam,depth
7108,14-000011,3.389,103.493,73.29,1.17
7113,14-000016,3.909,104.315,67.0,0.22
7147,14-000050,2.618,104.637,42.31,0.12
7148,14-000051,1.547,102.529,41.95,0.85
7150,14-000053,3.842,106.759,41.52,2.12
7155,14-000058,2.83,103.973,39.48,1.18
7185,14-000088,4.709,104.804,31.17,0.15
7192,14-000095,4.858,101.792,30.51,0.52
7203,14-000106,0.588,103.428,28.39,0.61
7210,14-000113,0.548,102.09,27.7,0.3
7285,14-000188,0.998,102.783,21.8,0.36
7304,14-000207,4.233,101.264,21.05,1.63
7318,14-000221,0.402,103.891,20.11,1.26
7341,14-000244,2.555,103.302,18.82,0.14
7353,14-000256,4.593,104.586,18.21,0.2
7356,14-000259,5.431,102.354,18.05,1.32
7362,14-000265,1.687,104.376,17.83,0.53
7375,14-000278,5.46,103.77,17.03,0.0
7424,14-000327,5.509,104.076,14.85,0.0
7434,14-000337,5.256,106.605,14.65,0.39
7468,14-000371,4.299,103.114,13.72,0.07
7494,14-000397,1.644,101.4,12.87,0.39
7503,14-000406,2.884,102.87,12.7,0.41
7505,14-000408,5.06,106.837,12.65,1.06
7510,14-000413,2.255,105.649,12.49,0.84
7523,14-000426,4.59,106.781,12.2,1.02
7529,14-000432,1.325,103.073,12.06,0.3
7530,14-000433,1.108,102.507,12.03,0.14
7540,14-000443,0.507,105.042,11.83,0.9
7608,14-000511,4.977,104.365,10.63,0.25
7609,14-000512,0.45,104.796,10.61,0.83
7614,14-000517,2.374,101.516,10.57,0.34
7677,14-000580,1.726,102.171,9.55,0.88
7700,14-000603,4.718,105.531,9.14,0.53
7729,14-000632,0.284,102.934,8.83,0.76
7733,14-000636,3.214,101.408,8.79,0.21
7738,14-000641,0.607,103.688,8.69,0.64
7756,14-000659,5.315,104.531,8.52,1.02
7799,14-000702,3.245,104.434,8.14,0.95
