,id,lat,lon,diam,depth
15271,22-000042,-0.617,100.011,63.32,0.55
15293,22-000064,-3.499,97.996,57.97,1.9
15331,22-000102,-0.878,97.748,46.93,1.25
15355,22-000126,-0.563,98.125,41.18,1.62
15382,22-000153,-2.624,99.176,38.37,1.05
15386,22-000157,-2.395,101.19,37.95,0.9
15429,22-000200,-2.116,99.617,34.11,0.82
15480,22-000251,-0.367,96.969,29.48,0.0
15600,22-000371,-5.472,97.946,23.5,0.65
15623,22-000394,-3.056,95.804,22.87,0.82
15661,22-000432,-3.837,100.691,21.68,0.67
15682,22-000453,-0.834,98.56,21.06,0.4
15687,22-000458,-0.061,99.903,20.97,0.35
15697,22-000468,-4.963,97.081,20.61,1.33
15703,22-000474,-2.373,98.355,20.43,0.21
15718,22-000489,-2.959,98.954,19.91,0.31
15795,22-000566,-2.12,100.813,17.9,1.25
15816,22-000587,-2.634,96.637,17.66,0.66
15817,22-000588,-3.421,96.665,17.66,1.4
15823,22-000594,-5.613,99.681,17.49,1.28
15861,22-000632,-0.102,98.163,16.59,0.29
15871,22-000642,-3.7,101.216,16.43,1.23
15899,22-000670,-4.163,96.689,16.12,1.01
15955,22-000726,-5.603,100.18,15.23,1.25
16034,22-000805,-1.708,99.999,14.03,1.09
16073,22-000844,-4.786,99.925,13.57,0.0
16081,22-000852,-1.109,99.499,13.45,0.42
16144,22-000915,-4.203,101.104,12.66,0.38
16161,22-000932,-0.791,99.326,12.41,0.35
16207,22-000978,-1.618,99.601,11.99,0.32
16244,22-001015,-2.945,100.961,11.7,0.15
16251,22-001022,-1.53,97.173,11.66,0.25
16330,22-001101,-3.593,96.048,10.88,0.06
16347,22-001118,-1.754,98.687,10.71,1.0
16358,22-001129,-1.592,100.251,10.61,1.01
16443,22-001214,-5.386,101.099,9.91,0.17
16459,22-001230,-3.357,96.975,9.82,0.91
16539,22-001310,-4.332,100.491,9.16,0.95
16636,22-001407,-0.109,97.152,8.56,1.51
16703,22-001474,-0.105,96.747,8.26,0.0
16726,22-001497,-5.273,101.082,8.09,0.0
16732,22-001503,-4.616,99.226,8.07,0.77
16738,22-001509,-4.128,97.588,8.04,0.2
