,id,lat,lon,diam,depth
2045,08-000000,6.849,-177.828,150.81,0.21
2049,08-000004,8.619,-175.544,89.22,0.41
2079,08-000034,9.389,-175.988,35.13,1.81
2098,08-000053,10.578,-174.671,30.7,1.58
2132,08-000087,7.808,-179.073,22.63,1.11
2136,08-000091,8.41,-178.775,21.63,1.45
2170,08-000125,6.332,-174.743,15.58,0.99
2179,08-000134,6.881,-174.515,14.92,0.99
2192,08-000147,6.77,-179.452,13.97,0.19
2209,08-000164,9.229,-177.239,12.96,1.15
2214,08-000169,8.279,-178.434,12.66,1.25
2232,08-000187,7.633,-178.958,11.85,0.76
2235,08-000190,7.86,-179.347,11.63,0.79
2245,08-000200,6.352,-176.959,11.21,1.06
2263,08-000218,6.032,-179.791,10.42,0.15
2276,08-000231,5.64,-176.459,9.9,0.84
2279,08-000234,11.017,-179.385,9.81,0.1
2328,08-000283,6.566,-179.488,8.66,0.1
2331,08-000286,6.543,-179.222,8.55,0.17
2332,08-000287,9.756,-179.862,8.54,0.68
2339,08-000294,11.014,-179.475,8.32,0.09
