,id,lat,lon,diam,depth
18376,24-000051,-39.343,-127.703,79.48,1.13
18405,24-000107,-37.317,-129.313,58.62,1.19
18418,24-000132,-38.531,-128.993,53.62,0.5
18448,24-000196,-38.122,-124.96,44.58,0.83
18449,24-000198,-38.164,-128.312,44.16,0.68
18519,24-000365,-37.925,-126.415,32.48,0.07
18571,24-000470,-38.433,-124.761,27.79,1.12
18575,24-000486,-36.447,-128.443,27.16,1.22
18583,24-000503,-38.983,-129.17,26.6,0.1
18613,24-000561,-34.904,-125.891,24.51,1.55
18636,24-000615,-35.946,-126.905,23.38,0.13
18651,24-000642,-34.925,-129.145,22.49,0.03
18660,24-000669,-34.44,-125.504,21.83,0.04
18683,24-000726,-38.954,-127.903,20.49,1.01
18692,24-000744,-36.645,-124.783,20.1,0.24
18712,24-000785,-34.605,-126.282,19.04,0.16
18721,24-000802,-37.417,-126.736,18.77,0.05
18747,24-000864,-37.162,-124.153,17.54,0.45
18751,24-000869,-35.258,-124.124,17.45,0.62
18753,24-000873,-37.788,-127.883,17.36,0.23
18776,24-000936,-38.004,-125.448,16.48,0.75
18793,24-000962,-36.842,-124.367,16.0,0.29
18800,24-000978,-36.682,-129.112,15.76,0.29
18835,24-001043,-37.945,-126.259,14.91,0.08
18837,24-001046,-37.533,-124.15,14.84,0.42
18853,24-001083,-36.021,-125.719,14.31,0.37
18868,24-001110,-33.869,-124.41,14.07,0.82
18875,24-001128,-34.517,-123.989,13.77,0.22
18915,24-001228,-35.37,-128.427,12.7,0.03
18918,24-001241,-36.177,-124.571,12.58,0.22
18942,24-001282,-36.262,-125.914,12.21,0.0
18952,24-001309,-36.617,-126.877,11.95,0.07
19000,24-001420,-35.33,-126.701,10.95,0.33
19099,24-001633,-37.355,-125.853,9.47,0.22
19108,24-001653,-37.838,-125.228,9.33,0.0
19128,24-001708,-38.626,-128.19,8.95,0.54
19133,24-001715,-35.252,-127.97,8.93,0.04
19157,24-001760,-37.324,-126.326,8.73,0.1
19160,24-001765,-36.922,-125.422,8.71,0.24
19169,24-001783,-34.85,-128.713,8.59,0.04
19213,24-001862,-35.434,-127.269,8.18,0.14
