,id,lat,lon,diam,depth
8157,16-000013,-7.973,-170.704,118.46,0.0
8196,16-000052,-7.493,-169.209,63.19,0.3
8246,16-000102,-10.301,-170.921,49.43,0.3
8315,16-000171,-7.256,-170.536,39.64,0.24
8319,16-000175,-6.869,-170.51,38.77,0.17
8375,16-000231,-9.306,-171.008,33.03,0.38
8406,16-000262,-9.176,-170.407,31.23,1.64
8411,16-000267,-9.973,-169.058,30.86,0.15
8413,16-000269,-10.928,-169.371,30.85,0.15
8457,16-000313,-7.782,-170.333,28.76,0.39
8478,16-000334,-9.635,-169.402,28.21,0.74
8484,16-000340,-10.498,-169.196,27.96,0.08
8506,16-000362,-9.68,-168.914,26.9,0.98
8569,16-000425,-7.878,-171.878,24.47,0.2
8623,16-000479,-8.306,-168.81,22.56,0.54
8645,16-000501,-6.162,-169.967,22.06,0.24
8649,16-000505,-10.172,-170.097,21.91,0.3
8669,16-000525,-10.1,-172.936,21.28,0.06
8675,16-000531,-9.815,-171.573,21.06,0.55
8681,16-000537,-6.317,-170.312,20.89,0.14
8730,16-000586,-9.881,-169.73,19.41,0.63
8887,16-000743,-11.042,-171.312,16.0,0.98
8906,16-000762,-9.035,-171.277,15.83,0.15
8910,16-000766,-9.089,-169.398,15.77,0.36
9094,16-000950,-5.906,-171.319,13.12,0.0
9143,16-000999,-8.622,-169.481,12.45,0.39
9262,16-001118,-7.138,-169.703,11.06,0.09
9284,16-001140,-9.732,-170.488,10.88,0.22
9353,16-001209,-7.56,-170.438,10.22,0.11
9542,16-001398,-9.44,-172.287,8.82,0.08
9575,16-001431,-9.692,-170.38,8.62,0.87
9580,16-001436,-7.65,-170.007,8.59,0.21
9647,16-001503,-10.282,-174.137,8.27,0.25
9670,16-001526,-10.086,-170.001,8.21,0.21
9674,16-001530,-7.429,-173.128,8.19,0.12
