,id,lat,lon,diam,depth
5954,13-000008,0.433,45.073,114.89,1.78
5964,13-000018,2.826,50.533,97.17,0.41
5965,13-000019,5.607,48.89,96.35,0.95
6027,13-000081,2.241,45.437,57.31,0.41
6044,13-000098,0.917,47.139,52.87,0.87
6060,13-000114,1.168,48.947,47.55,0.2
6099,13-000153,0.211,46.882,40.19,0.46
6104,13-000158,5.344,50.236,38.53,0.21
6105,13-000159,1.848,49.877,38.04,1.25
6117,13-000171,2.996,45.45,36.55,0.52
6156,13-000210,5.609,49.763,32.84,0.0
6174,13-000228,1.852,47.992,31.05,1.35
6196,13-000250,4.141,48.881,29.61,0.31
6226,13-000280,2.697,45.426,26.69,0.41
6243,13-000297,4.191,49.184,25.6,0.13
6253,13-000307,1.4,45.659,24.76,0.4
6304,13-000358,2.637,46.191,22.02,0.21
6317,13-000371,2.465,46.497,21.09,1.07
6333,13-000387,2.522,49.546,20.32,0.98
6369,13-000423,1.591,46.741,18.8,0.21
6373,13-000427,4.667,47.794,18.73,0.8
6428,13-000482,3.607,46.188,17.11,0.08
6431,13-000485,3.722,45.669,17.04,1.04
6448,13-000502,2.07,50.023,16.67,1.21
6466,13-000520,3.145,45.978,16.24,0.18
6470,13-000524,4.612,47.863,16.07,0.0
6503,13-000557,4.838,45.273,15.28,0.16
6537,13-000591,2.157,45.516,14.58,0.19
6554,13-000608,0.3,46.441,14.08,1.1
6561,13-000615,5.085,45.127,13.95,0.12
6595,13-000649,0.925,47.586,13.3,0.29
6617,13-000671,1.245,46.824,13.05,0.91
6623,13-000677,1.825,47.359,12.97,0.87
6641,13-000695,0.52,48.467,12.74,0.36
6651,13-000705,4.236,45.022,12.54,0.77
6713,13-000767,4.856,48.767,11.74,0.69
6720,13-000774,4.9,47.529,11.64,0.77
6722,13-000776,5.054,45.338,11.62,0.1
6768,13-000822,0.942,49.582,11.04,0.11
6979,13-001033,1.502,49.188,8.91,0.75
7039,13-001093,4.711,45.73,8.47,0.11
7082,13-001136,3.369,46.292,8.1,0.0
