,id,lat,lon,diam,depth
4300,12-000096,20.327,40.938,54.64,0.59
4304,12-000100,20.535,43.092,53.73,0.97
4473,12-000269,22.375,43.005,36.7,2.31
4481,12-000277,18.637,44.291,35.95,0.61
4519,12-000315,20.45,41.556,33.22,0.4
4677,12-000473,19.434,43.404,25.52,0.44
4679,12-000475,17.658,39.742,25.49,1.13
4734,12-000530,18.484,40.665,23.34,1.25
4747,12-000543,17.027,44.614,23.02,0.3
4757,12-000553,17.493,40.697,22.7,0.59
4862,12-000658,18.355,43.368,19.86,1.26
4892,12-000688,18.997,44.704,19.22,1.07
4957,12-000753,17.223,39.984,18.02,0.26
4986,12-000782,20.771,39.672,17.5,0.47
5062,12-000858,18.995,40.303,16.14,0.13
5076,12-000872,18.786,44.077,15.84,0.51
5116,12-000912,20.457,40.159,15.2,0.43
5127,12-000923,21.081,43.326,15.05,0.0
5177,12-000973,20.989,41.517,14.31,0.33
5252,12-001048,21.286,39.738,13.28,0.37
5268,12-001064,17.87,43.928,13.07,0.26
5308,12-001104,22.049,44.483,12.56,0.87
5410,12-001206,17.221,43.509,11.5,0.56
5510,12-001306,19.277,39.731,10.79,0.08
5516,12-001312,21.535,41.338,10.74,0.14
5544,12-001340,20.879,42.252,10.49,0.16
5571,12-001367,19.719,43.074,10.27,0.35
5606,12-001402,19.858,41.949,10.03,0.23
5647,12-001443,17.172,42.319,9.76,0.64
5681,12-001477,18.359,43.285,9.51,1.03
5744,12-001540,17.983,41.683,9.12,0.2
5789,12-001585,22.322,43.575,8.87,0.25
5842,12-001638,22.025,41.427,8.6,0.0
5944,12-001740,17.43,40.098,8.0,0.53
