,id,lat,lon,diam,depth
18398,24-000093,-38.105,-135.802,62.12,1.39
18401,24-000099,-36.677,-135.038,60.04,1.17
18409,24-000114,-39.303,-135.115,57.5,0.76
18434,24-000162,-37.934,-135.419,48.15,0.0
18447,24-000192,-35.797,-136.593,45.16,0.86
18462,24-000224,-33.963,-135.134,41.77,0.1
18476,24-000252,-35.368,-135.196,39.26,1.69
18481,24-000267,-35.22,-135.837,37.75,0.56
18501,24-000329,-36.959,-139.282,33.89,0.48
18529,24-000392,-39.375,-138.859,31.34,0.33
18538,24-000406,-37.652,-136.639,30.84,0.21
18551,24-000440,-36.822,-135.828,28.96,1.43
18554,24-000444,-36.682,-139.422,28.87,0.47
18585,24-000505,-38.373,-140.193,26.55,0.2
18737,24-000840,-36.612,-140.598,18.01,0.09
18829,24-001034,-39.098,-140.397,15.0,0.44
18856,24-001088,-36.976,-139.467,14.27,0.15
18883,24-001148,-36.849,-138.952,13.58,0.46
18914,24-001227,-38.689,-139.297,12.71,0.13
18917,24-001239,-33.924,-140.5,12.59,0.04
19022,24-001458,-33.937,-136.826,10.67,0.89
19073,24-001579,-38.949,-136.363,9.79,0.63
19107,24-001648,-38.11,-135.956,9.35,0.71
19137,24-001723,-36.934,-138.429,8.9,0.18
19161,24-001767,-37.115,-138.525,8.69,0.2
19209,24-001856,-37.489,-137.052,8.2,0.52
