,id,lat,lon,diam,depth
9934,18-000036,-16.93,-54.017,45.54,1.47
9939,18-000041,-19.404,-51.891,43.53,0.45
9995,18-000097,-20.521,-53.613,28.34,1.11
10027,18-000129,-21.146,-50.883,22.67,1.05
10051,18-000153,-20.617,-50.73,19.92,1.2
10069,18-000171,-18.784,-51.65,18.61,1.31
10106,18-000208,-19.03,-55.627,16.75,0.95
10115,18-000217,-21.4,-51.954,16.18,0.97
10190,18-000292,-20.696,-56.18,13.29,0.18
10207,18-000309,-20.599,-53.04,12.68,0.82
10254,18-000356,-18.83,-51.208,11.27,0.93
10266,18-000368,-17.278,-53.547,11.02,0.8
10269,18-000371,-17.427,-53.143,10.97,0.88
10278,18-000380,-19.097,-53.581,10.86,0.53
10285,18-000387,-21.502,-52.01,10.7,0.0
10298,18-000400,-17.838,-52.472,10.41,0.24
10348,18-000450,-21.435,-50.721,9.46,0.08
10379,18-000481,-18.306,-54.774,8.84,0.67
