,id,lat,lon,diam,depth
20013,26-000193,-43.959,-35.512,37.55,0.97
20095,26-000343,-43.752,-37.181,25.86,2.02
20125,26-000398,-41.195,-37.231,23.96,1.5
20217,26-000552,-39.623,-34.126,19.08,0.82
20223,26-000561,-42.677,-36.936,18.8,1.13
20260,26-000623,-40.23,-38.99,17.15,0.67
20290,26-000680,-44.259,-38.192,15.76,0.19
20293,26-000683,-42.502,-34.786,15.73,0.98
20295,26-000685,-44.317,-36.63,15.7,0.64
20322,26-000744,-43.621,-38.425,14.48,0.86
20461,26-000978,-41.468,-38.515,11.01,0.0
20474,26-001005,-43.318,-38.974,10.78,0.21
20492,26-001036,-40.442,-37.156,10.38,0.4
20573,26-001152,-42.346,-34.245,9.24,0.54
20589,26-001175,-41.479,-35.009,9.07,0.58
20623,26-001245,-42.784,-38.472,8.48,0.42
