,id,lat,lon,diam,depth
16775,23-000020,-24.662,166.444,91.5,2.41
16860,23-000105,-24.395,167.098,46.83,0.7
16882,23-000127,-23.623,164.067,42.84,1.25
16885,23-000130,-23.219,166.941,42.2,1.05
16961,23-000206,-22.835,165.179,35.42,1.04
17025,23-000270,-23.781,164.47,30.17,0.52
17123,23-000368,-27.372,165.893,25.32,0.62
17131,23-000376,-27.837,167.512,25.12,0.55
17181,23-000426,-27.23,165.374,23.13,0.6
17216,23-000461,-26.248,167.976,21.83,0.32
17258,23-000503,-26.057,168.218,20.73,1.23
17268,23-000513,-27.956,164.904,20.48,0.56
17358,23-000603,-24.354,163.961,18.36,0.2
17414,23-000659,-23.191,163.601,17.19,0.46
17487,23-000732,-27.315,166.793,15.88,1.24
17517,23-000762,-26.685,167.275,15.39,0.29
17593,23-000838,-26.12,168.261,14.22,0.55
17594,23-000839,-24.368,164.134,14.21,1.1
17618,23-000863,-27.742,168.486,13.92,0.86
17620,23-000865,-25.073,168.385,13.91,1.19
17700,23-000945,-27.977,164.75,12.87,0.41
17838,23-001083,-22.88,164.069,11.46,0.25
17884,23-001129,-26.499,168.523,11.08,0.38
17979,23-001224,-25.595,163.852,10.23,0.17
18031,23-001276,-24.02,164.932,9.82,0.26
18058,23-001303,-26.902,167.422,9.63,0.0
18071,23-001316,-22.925,163.201,9.52,0.82
18084,23-001329,-23.129,165.888,9.41,0.82
18094,23-001339,-23.97,164.21,9.31,0.9
18098,23-001343,-27.62,166.962,9.3,0.88
18119,23-001364,-24.61,164.905,9.16,0.0
18269,23-001514,-25.2,165.526,8.37,0.83
18273,23-001518,-26.083,167.751,8.35,0.27
18348,23-001593,-24.872,163.132,8.01,0.15
