,id,lat,lon,diam,depth
11823,20-000017,-18.488,27.302,108.5,1.02
11831,20-000025,-19.973,25.423,92.53,1.37
11925,20-000119,-19.746,26.757,52.12,1.06
12016,20-000210,-18.042,23.349,39.67,1.05
12025,20-000219,-17.055,22.888,39.19,0.11
12078,20-000272,-19.952,23.769,33.84,1.05
12079,20-000273,-17.961,24.684,33.81,0.39
12109,20-000303,-21.526,22.782,32.5,1.12
12134,20-000328,-21.639,22.613,31.32,0.16
12160,20-000354,-21.114,26.12,29.83,0.18
12198,20-000392,-21.795,27.612,28.25,0.18
12272,20-000466,-22.499,22.953,25.94,1.55
12306,20-000500,-20.17,25.126,24.8,0.11
12314,20-000508,-22.069,26.189,24.58,0.52
12347,20-000541,-20.952,26.626,23.59,0.18
12417,20-000611,-17.014,23.723,21.36,0.66
12448,20-000642,-21.198,28.055,20.81,0.35
12520,20-000714,-19.644,24.666,19.09,1.49
12549,20-000743,-21.318,25.541,18.56,0.49
12571,20-000765,-17.231,26.419,18.23,0.51
12608,20-000802,-20.789,24.235,17.34,0.7
12636,20-000830,-20.322,24.429,16.72,0.58
12727,20-000921,-18.161,25.873,15.36,0.08
12731,20-000925,-21.755,25.631,15.31,0.26
12750,20-000944,-17.133,25.681,15.04,1.11
12757,20-000951,-18.183,24.235,14.96,0.3
12775,20-000969,-18.808,23.827,14.79,1.14
12888,20-001082,-17.611,25.715,13.38,0.24
12943,20-001137,-17.051,27.617,12.77,0.24
12995,20-001189,-20.526,24.187,12.17,0.37
13005,20-001199,-19.026,24.991,12.04,0.35
13009,20-001203,-19.718,22.841,12.04,0.15
13062,20-001256,-17.268,23.206,11.6,0.26
13111,20-001305,-20.372,26.473,11.05,0.24
13120,20-001314,-21.672,23.818,11.01,0.2
13140,20-001334,-19.333,26.274,10.76,0.2
13162,20-001356,-18.74,25.489,10.65,0.3
13195,20-001389,-18.368,27.837,10.44,1.02
13200,20-001394,-20.923,28.071,10.4,0.16
13212,20-001406,-19.326,27.444,10.26,0.31
13245,20-001439,-20.627,24.947,10.01,0.18
13270,20-001464,-18.789,26.969,9.78,0.1
13272,20-001466,-19.533,23.633,9.77,1.02
13279,20-001473,-18.985,27.787,9.74,0.0
13295,20-001489,-19.348,26.082,9.62,0.11
13489,20-001683,-20.283,22.686,8.42,0.88
13518,20-001712,-21.663,23.193,8.2,0.95
13537,20-001731,-18.396,27.328,8.1,0.93
