,id,lat,lon,diam,depth
20677,27-000014,-43.61,34.891,106.95,2.39
20691,27-000039,-40.675,34.487,78.87,1.86
20718,27-000089,-41.134,36.506,60.4,0.12
20725,27-000103,-40.355,38.069,57.56,0.0
20780,27-000197,-42.684,38.101,44.2,1.28
20798,27-000229,-41.119,37.563,41.08,1.22
20820,27-000267,-40.111,37.549,38.03,0.0
21039,27-000637,-42.397,37.192,19.43,1.03
21053,27-000665,-44.158,38.372,18.88,0.5
21076,27-000697,-43.786,38.324,18.18,0.31
21078,27-000699,-41.111,36.06,18.15,0.1
21132,27-000794,-43.515,36.202,16.59,0.64
21153,27-000818,-43.54,37.833,16.15,0.7
21238,27-000965,-39.909,37.379,13.55,0.35
21257,27-000993,-42.013,39.011,13.22,0.13
21258,27-000994,-44.251,37.929,13.21,0.37
21325,27-001113,-43.462,35.19,11.74,0.47
21334,27-001127,-42.804,35.691,11.57,0.2
21338,27-001131,-42.194,34.597,11.52,0.4
21363,27-001170,-42.469,35.873,11.21,0.05
21375,27-001191,-42.712,34.022,10.95,0.14
21399,27-001234,-43.145,37.459,10.48,0.37
21400,27-001235,-40.738,38.212,10.48,0.37
21474,27-001354,-44.063,36.537,9.44,0.36
21509,27-001412,-39.639,35.6,8.96,0.23
21547,27-001483,-41.004,36.691,8.4,0.2
21565,27-001527,-39.38,34.722,8.05,0.07
