,id,lat,lon,diam,depth
13576,21-000018,-1.77,66.384,91.86,0.0
13599,21-000041,-4.839,63.308,74.01,1.0
13609,21-000051,-5.368,67.475,69.73,1.13
13629,21-000071,-2.666,62.283,61.84,0.0
13642,21-000084,-4.992,63.879,56.09,0.85
13659,21-000101,-1.007,64.888,52.25,0.47
13677,21-000119,-2.1,65.222,49.81,0.83
13692,21-000134,-3.096,66.105,48.43,0.44
13711,21-000153,-2.575,64.298,45.28,0.25
13741,21-000183,-4.31,62.2,41.83,0.13
13790,21-000232,-2.679,65.26,36.48,1.05
13821,21-000263,-3.301,65.395,34.77,0.52
13840,21-000282,-4.576,62.228,33.72,1.79
13875,21-000317,-4.979,64.969,31.72,1.38
13880,21-000322,-4.43,63.862,31.51,0.52
13896,21-000338,-4.204,64.276,30.3,0.19
13933,21-000375,-4.45,66.832,28.59,0.0
13936,21-000378,-1.469,63.156,28.51,0.0
13971,21-000413,-1.247,62.949,26.72,0.0
14037,21-000479,-4.128,66.444,24.59,0.08
14073,21-000515,-1.106,63.853,23.28,1.15
14127,21-000569,-2.681,63.227,21.75,1.16
14176,21-000618,-0.041,63.998,20.65,0.22
14339,21-000781,-1.822,62.305,17.08,0.4
14340,21-000782,-4.483,67.395,17.08,0.4
14346,21-000788,-4.642,66.195,16.95,1.25
14367,21-000809,-3.969,63.916,16.57,1.19
14408,21-000850,-3.584,67.37,15.91,0.6
14424,21-000866,-1.026,63.651,15.68,0.15
14566,21-001008,-0.902,62.003,13.88,0.08
14731,21-001173,-1.143,66.957,12.07,0.0
14740,21-001182,-3.002,65.223,11.92,0.1
14855,21-001297,-4.242,67.383,10.86,0.89
14872,21-001314,-0.631,66.56,10.71,0.84
14898,21-001340,-2.584,66.79,10.54,0.17
14931,21-001373,-0.822,63.093,10.26,0.11
14996,21-001438,-3.948,64.722,9.63,0.0
15062,21-001504,-1.22,62.498,9.14,0.1
15067,21-001509,-0.358,63.335,9.1,0.84
15082,21-001524,-0.739,62.513,9.01,0.82
15121,21-001563,-1.145,65.633,8.67,0.8
15157,21-001599,-3.287,65.141,8.45,0.76
15172,21-001614,-4.289,63.788,8.39,0.79
15214,21-001656,-4.255,63.332,8.07,0.78
15217,21-001659,-2.007,66.585,8.06,0.84
