,id,lat,lon,diam,depth
11822,20-000016,-12.932,0.464,110.65,0.52
11870,20-000064,-13.028,3.625,65.9,0.53
11887,20-000081,-11.82,3.635,60.53,0.97
11936,20-000130,-15.431,5.359,50.66,1.55
11940,20-000134,-16.681,1.623,50.32,1.5
12042,20-000236,-15.42,0.711,37.89,2.11
12194,20-000388,-15.641,2.048,28.29,0.96
12236,20-000430,-11.743,5.101,26.9,0.08
12243,20-000437,-16.278,3.151,26.6,0.19
12319,20-000513,-15.122,3.019,24.36,0.55
12358,20-000552,-12.475,5.295,23.08,0.06
12458,20-000652,-13.656,5.06,20.57,0.47
12521,20-000715,-11.621,1.746,19.01,1.49
12652,20-000846,-11.621,1.031,16.46,0.23
12831,20-001025,-14.402,3.671,14.12,1.1
12909,20-001103,-16.286,0.324,13.17,0.13
12947,20-001141,-16.193,3.112,12.71,0.2
12958,20-001152,-16.604,2.786,12.6,0.33
12986,20-001180,-14.332,2.153,12.25,0.04
12988,20-001182,-16.01,4.323,12.23,0.34
13042,20-001236,-16.706,3.972,11.73,0.87
13058,20-001252,-11.566,0.493,11.63,1.08
13060,20-001254,-15.117,0.429,11.61,0.21
13122,20-001316,-16.133,4.208,10.98,0.13
13139,20-001333,-14.327,1.326,10.77,0.87
13169,20-001363,-15.756,3.579,10.6,0.17
13201,20-001395,-11.378,1.66,10.4,0.74
13253,20-001447,-15.649,0.141,9.94,1.02
13264,20-001458,-14.491,3.168,9.81,0.9
13269,20-001463,-14.155,5.164,9.78,0.14
13333,20-001527,-13.218,3.557,9.34,1.41
13336,20-001530,-14.899,1.115,9.33,0.83
13372,20-001566,-15.142,0.991,9.08,0.38
13394,20-001588,-11.725,2.602,8.98,0.86
13417,20-001611,-12.76,1.434,8.85,0.83
13419,20-001613,-12.095,2.558,8.84,0.9
