,id,lat,lon,diam,depth
10590,19-000152,-28.451,-15.403,40.0,0.42
10681,19-000243,-29.062,-12.735,30.37,0.66
10684,19-000246,-28.703,-13.0,30.28,1.04
10830,19-000392,-28.428,-14.103,23.03,0.0
10906,19-000468,-29.707,-16.664,20.53,0.49
11072,19-000634,-29.648,-16.127,16.14,0.37
11171,19-000733,-29.271,-16.095,14.27,1.13
11183,19-000745,-28.517,-12.538,14.07,0.12
11238,19-000800,-29.45,-14.498,13.22,1.06
11275,19-000837,-29.257,-12.414,12.72,0.0
11330,19-000892,-29.713,-12.122,11.93,0.9
11387,19-000949,-29.877,-13.263,11.2,0.22
11420,19-000982,-29.774,-15.336,10.89,0.19
11458,19-001020,-29.631,-12.48,10.52,1.14
11476,19-001038,-29.354,-13.527,10.31,0.0
11542,19-001104,-28.744,-12.421,9.68,0.14
11604,19-001166,-29.682,-14.704,9.26,0.65
11707,19-001269,-30.0,-15.909,8.59,0.05
11728,19-001290,-28.381,-16.464,8.44,0.15
19933,26-000030,-32.357,-14.887,69.46,1.79
19957,26-000080,-30.33,-13.438,51.81,0.28
19993,26-000145,-30.571,-14.605,43.5,1.07
20002,26-000171,-31.382,-16.641,40.22,2.07
20093,26-000340,-32.801,-13.513,25.93,0.44
20111,26-000371,-31.096,-12.646,24.96,0.74
20168,26-000467,-33.4,-12.622,21.78,1.0
20176,26-000483,-33.75,-11.85,21.28,0.97
20207,26-000534,-33.199,-15.735,19.45,1.15
20241,26-000592,-30.819,-16.604,17.92,0.41
20250,26-000609,-30.642,-14.239,17.46,0.9
20282,26-000664,-30.937,-12.698,16.36,1.08
20308,26-000720,-30.027,-16.682,14.86,0.13
20362,26-000813,-33.196,-12.981,13.36,0.32
20368,26-000822,-30.051,-13.031,13.23,1.08
20378,26-000838,-30.428,-15.352,13.07,0.15
20391,26-000867,-33.214,-12.056,12.56,0.15
20412,26-000894,-30.326,-16.405,12.16,0.57
20453,26-000966,-31.874,-12.793,11.18,0.75
20465,26-000982,-31.465,-13.983,10.97,0.12
20479,26-001013,-31.553,-15.232,10.7,0.31
20514,26-001064,-30.21,-15.877,10.13,0.09
20540,26-001100,-32.658,-16.249,9.72,0.43
20569,26-001146,-33.313,-16.285,9.27,0.46
