,id,lat,lon,diam,depth
2443,10-000000,0.595,-55.207,198.81,1.09
2444,10-000001,3.188,-52.021,164.14,1.27
2451,10-000008,2.521,-51.685,76.9,0.49
2456,10-000013,2.273,-51.61,66.25,2.4
2474,10-000031,5.064,-56.095,50.63,1.3
2479,10-000036,3.883,-51.045,47.57,1.32
2521,10-000078,3.388,-51.145,33.6,1.44
2537,10-000094,5.074,-53.553,30.52,0.58
2543,10-000100,5.078,-53.297,29.55,0.53
2553,10-000110,0.507,-53.362,27.94,0.0
2557,10-000114,4.586,-56.115,26.99,1.24
2559,10-000116,3.965,-53.646,26.62,0.46
2572,10-000129,0.629,-53.382,24.53,0.0
2577,10-000134,5.22,-54.46,24.1,1.47
2585,10-000142,3.913,-54.444,23.33,0.97
2599,10-000156,2.983,-55.713,21.8,0.6
2610,10-000167,0.035,-55.843,21.2,0.71
2614,10-000171,0.941,-51.902,20.73,0.67
2630,10-000187,0.66,-55.948,19.26,1.4
2643,10-000200,0.145,-51.571,18.46,0.88
2647,10-000204,5.334,-56.153,18.3,1.27
2656,10-000213,4.739,-53.495,17.74,0.92
2659,10-000216,5.286,-51.626,17.61,0.36
2673,10-000230,5.127,-50.829,16.5,0.43
2674,10-000231,0.831,-53.144,16.5,0.7
2679,10-000236,2.429,-56.145,16.28,0.67
2685,10-000242,3.63,-53.476,16.15,0.0
2698,10-000255,2.502,-55.633,15.19,0.53
2704,10-000261,4.182,-54.294,14.91,0.15
2715,10-000272,2.826,-53.243,14.67,0.43
2721,10-000278,3.451,-52.929,14.54,1.01
2728,10-000285,1.918,-55.913,14.26,0.4
2735,10-000292,1.622,-53.245,13.85,1.02
2743,10-000300,0.189,-53.504,13.54,0.21
2748,10-000305,4.445,-52.649,13.32,0.0
2760,10-000317,2.944,-55.588,12.75,0.55
2762,10-000319,1.306,-53.969,12.74,0.85
2772,10-000329,4.384,-52.05,12.51,0.39
2808,10-000365,4.242,-52.466,11.57,0.0
2828,10-000385,3.438,-51.374,11.07,1.28
2834,10-000391,5.018,-55.19,10.84,1.0
2838,10-000395,4.145,-53.488,10.72,0.47
2883,10-000440,1.286,-54.753,9.87,1.03
2917,10-000474,0.053,-53.138,9.19,0.14
2985,10-000542,1.619,-54.332,8.44,0.71
2988,10-000545,0.837,-52.619,8.4,1.0
