,id,lat,lon,diam,depth
16814,23-000059,-9.089,153.067,62.27,1.42
16873,23-000118,-10.878,153.591,44.21,1.18
16874,23-000119,-10.809,156.239,44.09,0.22
16897,23-000142,-10.531,155.614,40.95,1.23
16912,23-000157,-10.176,156.714,39.25,1.26
16945,23-000190,-11.093,155.078,36.81,0.59
16953,23-000198,-8.048,153.597,36.47,0.81
16971,23-000216,-10.053,154.196,34.77,1.64
16987,23-000232,-9.186,153.593,33.28,1.72
17041,23-000286,-9.771,154.495,29.35,0.54
17065,23-000310,-8.931,153.869,28.21,0.56
17102,23-000347,-10.648,152.448,26.55,0.78
17142,23-000387,-9.929,152.956,24.58,0.29
17164,23-000409,-9.548,156.025,23.82,1.6
17220,23-000465,-11.201,157.379,21.73,0.6
17233,23-000478,-5.915,157.485,21.35,0.34
17249,23-000494,-9.096,155.217,20.86,0.18
17260,23-000505,-10.49,156.946,20.71,0.97
17270,23-000515,-9.319,152.966,20.46,1.17
17300,23-000545,-10.117,153.225,19.65,0.31
17308,23-000553,-10.303,153.201,19.51,0.42
17310,23-000555,-10.765,154.521,19.49,0.27
17317,23-000562,-8.583,155.629,19.22,0.12
17338,23-000583,-9.33,154.956,18.72,1.14
17361,23-000606,-9.555,154.136,18.34,0.52
17392,23-000637,-9.288,157.429,17.84,0.62
17397,23-000642,-9.232,154.365,17.74,0.0
17413,23-000658,-9.979,157.412,17.21,0.0
17420,23-000665,-9.045,155.548,17.12,0.18
17450,23-000695,-5.946,156.799,16.56,0.94
17499,23-000744,-10.345,153.823,15.6,0.42
17551,23-000796,-7.279,155.027,14.87,1.05
17566,23-000811,-9.765,156.539,14.62,0.52
17580,23-000825,-5.877,154.84,14.41,0.5
17664,23-000909,-8.427,154.943,13.23,0.21
17691,23-000936,-10.267,153.461,12.95,0.33
17699,23-000944,-9.967,155.926,12.87,0.21
17732,23-000977,-7.896,155.068,12.57,0.34
17774,23-001019,-9.278,157.13,12.05,1.04
17818,23-001063,-10.528,155.038,11.62,0.19
17939,23-001184,-10.168,156.434,10.58,1.11
17954,23-001199,-5.924,155.73,10.46,0.0
17972,23-001217,-10.051,151.979,10.33,0.26
17991,23-001236,-8.606,153.967,10.12,0.81
18125,23-001370,-9.959,155.586,9.12,0.29
18148,23-001393,-10.416,157.094,9.02,0.92
18154,23-001399,-8.796,154.39,8.99,0.0
18204,23-001449,-11.118,153.712,8.69,0.0
18233,23-001478,-7.036,155.516,8.56,0.56
18284,23-001529,-8.848,155.277,8.29,0.09
