,id,lat,lon,diam,depth
5980,13-000034,19.013,62.88,80.2,0.71
6065,13-000119,20.855,67.473,45.92,1.1
6161,13-000215,18.491,65.072,32.48,1.38
6203,13-000257,18.393,67.196,28.77,0.11
6234,13-000288,19.916,65.848,25.93,1.34
6250,13-000304,19.532,67.372,25.04,0.73
6370,13-000424,20.271,66.79,18.79,0.39
6380,13-000434,22.104,66.824,18.46,1.29
6593,13-000647,20.679,65.908,13.33,1.03
6737,13-000791,17.931,62.11,11.46,0.72
6738,13-000792,21.219,64.407,11.46,0.57
6814,13-000868,22.071,62.236,10.45,0.75
6840,13-000894,21.158,63.316,10.17,0.09
6862,13-000916,22.23,66.439,9.96,0.93
6999,13-001053,22.418,66.126,8.73,0.98
7068,13-001122,22.423,63.681,8.26,0.61
