,id,lat,lon,diam,depth
5996,13-000050,22.089,50.133,68.55,1.79
6011,13-000065,17.519,48.179,64.33,0.15
6051,13-000105,21.103,48.803,50.39,1.18
6063,13-000117,20.363,49.093,46.41,0.94
6090,13-000144,19.229,45.534,41.23,0.78
6106,13-000160,20.966,48.323,38.02,0.92
6124,13-000178,21.08,46.768,35.24,0.75
6126,13-000180,17.1,50.484,35.0,1.38
6135,13-000189,20.581,50.06,34.55,0.31
6145,13-000199,18.303,48.889,33.72,1.38
6199,13-000253,19.495,49.108,29.15,0.6
6208,13-000262,18.788,50.263,28.52,0.06
6242,13-000296,19.937,49.044,25.65,0.62
6249,13-000303,21.308,47.801,25.16,0.64
6252,13-000306,17.387,46.27,24.77,0.33
6291,13-000345,20.437,47.758,23.05,0.65
6359,13-000413,17.058,46.756,19.13,0.96
6362,13-000416,20.279,49.793,19.05,0.43
6376,13-000430,17.227,49.932,18.57,0.11
6426,13-000480,19.306,48.852,17.19,0.35
6434,13-000488,19.57,46.813,16.96,0.17
6438,13-000492,17.911,47.411,16.86,0.06
6565,13-000619,19.645,47.925,13.88,0.28
6576,13-000630,19.364,46.165,13.6,0.34
6578,13-000632,19.264,45.836,13.59,0.0
6584,13-000638,18.403,45.936,13.52,0.87
6632,13-000686,21.321,45.885,12.9,0.21
6656,13-000710,19.953,47.665,12.41,0.27
6695,13-000749,19.661,45.222,11.91,0.13
6696,13-000750,19.714,49.021,11.9,0.5
6711,13-000765,22.377,46.129,11.74,0.13
6716,13-000770,20.898,47.059,11.68,0.68
6770,13-000824,20.913,48.498,11.04,0.34
6804,13-000858,21.03,46.15,10.6,0.09
6812,13-000866,19.135,48.226,10.45,0.09
6819,13-000873,22.427,45.818,10.41,0.21
6827,13-000881,18.299,46.102,10.32,0.3
6831,13-000885,20.118,48.346,10.25,0.83
6887,13-000941,22.32,45.481,9.78,0.31
6919,13-000973,17.3,48.028,9.3,0.52
6920,13-000974,19.619,45.939,9.29,0.15
6942,13-000996,21.592,45.35,9.17,0.23
6972,13-001026,21.63,46.295,8.95,0.27
7026,13-001080,20.102,48.313,8.59,0.56
7052,13-001106,18.258,50.582,8.38,0.25
7088,13-001142,21.591,45.131,8.05,0.32
