,id,lat,lon,diam,depth
789,05-000078,30.121,42.955,43.79,1.34
826,05-000119,33.087,44.647,37.19,0.47
852,05-000149,33.67,44.249,33.09,0.93
858,05-000155,30.588,44.17,32.19,0.97
865,05-000163,30.625,44.984,31.6,0.23
868,05-000166,31.333,43.794,31.13,0.53
913,05-000222,31.584,44.627,26.55,0.53
919,05-000229,31.317,42.031,26.28,0.71
985,05-000307,33.2,44.08,22.56,0.49
993,05-000317,30.625,43.767,22.02,0.46
1042,05-000376,30.613,42.246,20.0,0.54
1056,05-000393,32.335,40.067,19.13,0.53
1096,05-000439,31.943,42.047,17.46,0.49
1101,05-000445,31.852,44.157,17.34,0.59
1113,05-000459,30.826,39.961,16.88,0.39
1116,05-000462,30.294,41.529,16.66,0.72
1148,05-000500,32.927,41.321,15.44,0.53
1166,05-000522,32.779,42.363,15.05,0.57
1183,05-000540,32.147,40.515,14.46,0.55
1198,05-000557,30.612,40.868,14.13,0.41
1208,05-000567,32.844,39.804,13.78,0.45
1213,05-000572,30.404,41.479,13.65,0.16
1242,05-000614,30.357,39.619,12.94,0.41
1253,05-000626,32.696,39.954,12.8,0.2
1279,05-000657,32.662,42.835,12.21,0.27
1297,05-000682,32.729,41.697,11.85,0.55
1334,05-000729,33.378,41.018,11.3,0.7
1377,05-000783,31.266,41.022,10.61,0.13
1446,05-000865,31.034,42.319,9.84,0.47
1453,05-000872,31.245,41.682,9.74,0.39
1477,05-000899,32.536,39.765,9.55,0.21
1481,05-000904,32.418,40.907,9.46,0.36
1506,05-000941,32.439,40.189,9.12,0.23
1526,05-000966,33.148,40.553,8.94,0.26
1567,05-001014,33.027,42.002,8.41,0.28
1580,05-001032,32.736,42.691,8.29,0.39
1582,05-001034,31.527,39.923,8.27,0.06
1607,05-001069,32.903,42.967,8.04,0.08
4724,12-000520,29.813,41.988,23.81,0.13
4736,12-000532,29.849,40.428,23.31,0.76
4750,12-000546,29.689,39.501,22.93,0.7
4763,12-000559,29.782,44.082,22.25,0.51
4801,12-000597,29.452,43.29,21.24,0.45
4929,12-000725,28.529,40.656,18.59,0.53
4992,12-000788,28.314,43.472,17.39,0.68
5053,12-000849,29.959,42.018,16.25,0.04
5170,12-000966,29.852,40.158,14.4,0.23
5199,12-000995,29.465,43.767,13.99,0.27
5283,12-001079,29.039,39.458,12.92,0.32
5486,12-001282,28.4,43.678,10.98,0.22
5559,12-001355,28.153,39.886,10.34,0.46
5703,12-001499,29.658,42.947,9.35,0.39
5763,12-001559,29.145,44.794,8.97,0.16
5849,12-001645,28.734,42.134,8.55,0.0
