,id,lat,lon,diam,depth
9910,18-000012,-9.587,-51.368,76.97,0.7
9940,18-000042,-8.739,-55.211,43.3,1.89
9942,18-000044,-7.582,-54.298,42.95,0.08
9944,18-000046,-10.488,-55.511,42.42,0.11
9946,18-000048,-7.907,-54.226,40.3,0.14
9950,18-000052,-10.021,-53.651,39.22,1.32
9953,18-000055,-6.186,-51.892,37.31,0.1
9964,18-000066,-10.08,-51.454,35.01,4.75
9969,18-000071,-6.483,-53.636,32.96,1.32
9976,18-000078,-8.845,-56.195,31.63,1.11
9986,18-000088,-9.659,-53.455,29.19,0.32
9993,18-000095,-9.621,-54.973,28.55,0.14
10029,18-000131,-10.252,-54.965,22.36,0.82
10030,18-000132,-5.625,-51.715,22.1,1.36
10095,18-000197,-10.698,-55.191,17.32,1.11
10163,18-000265,-11.179,-53.276,14.32,0.66
10179,18-000281,-6.975,-52.063,13.69,0.92
10195,18-000297,-6.197,-55.823,13.18,0.31
10216,18-000318,-10.148,-54.013,12.46,0.62
10242,18-000344,-9.914,-54.38,11.63,0.09
10282,18-000384,-10.329,-52.345,10.73,0.73
10415,18-000517,-7.338,-53.249,8.29,0.58
10423,18-000525,-7.087,-52.535,8.12,0.52
10437,18-000539,-6.656,-52.262,8.0,0.36
