,id,lat,lon,diam,depth
2449,10-000006,13.032,-45.959,88.13,0.22
2453,10-000010,15.13,-47.211,75.82,0.08
2459,10-000016,13.081,-49.464,63.14,0.68
2464,10-000021,12.41,-47.153,57.81,0.31
2480,10-000037,11.895,-46.693,46.62,0.36
2485,10-000042,12.646,-48.383,44.5,2.07
2513,10-000070,11.821,-50.324,36.77,1.22
2545,10-000102,14.104,-50.282,29.21,0.31
2635,10-000192,11.443,-45.795,18.98,0.18
2697,10-000254,12.449,-49.016,15.29,0.5
2745,10-000302,12.485,-49.779,13.5,0.49
2806,10-000363,12.848,-47.006,11.63,0.64
2824,10-000381,11.387,-46.838,11.18,0.09
2835,10-000392,15.226,-49.609,10.82,0.02
2861,10-000418,15.363,-45.154,10.21,0.65
2877,10-000434,12.8,-45.854,9.98,0.79
2920,10-000477,16.508,-47.847,9.16,0.76
2948,10-000505,14.249,-50.465,8.84,0.0
2950,10-000507,11.761,-50.625,8.83,0.83
2963,10-000520,14.973,-49.479,8.69,0.66
2967,10-000524,14.012,-49.934,8.61,0.35
3003,10-000560,12.827,-50.345,8.26,0.79
