,id,lat,lon,diam,depth
338,04-000026,30.931,-15.812,53.54,0.42
357,04-000052,31.438,-12.919,40.56,1.93
363,04-000063,33.001,-14.916,37.56,0.26
426,04-000155,30.3,-11.462,24.34,1.24
436,04-000171,32.262,-13.907,22.71,0.45
468,04-000226,31.462,-13.849,18.52,1.53
473,04-000232,30.054,-15.889,18.15,0.18
551,04-000332,33.409,-12.194,13.36,0.16
598,04-000393,30.958,-14.496,11.4,0.25
637,04-000444,31.055,-13.781,10.14,0.37
644,04-000453,31.385,-13.501,9.9,0.46
651,04-000464,30.229,-14.414,9.63,0.22
658,04-000472,30.087,-14.8,9.51,0.67
664,04-000484,30.604,-14.13,9.24,0.56
666,04-000486,30.946,-14.231,9.22,0.73
686,04-000513,30.695,-14.889,8.83,0.62
694,04-000523,30.246,-11.92,8.57,0.19
699,04-000529,30.693,-14.506,8.5,0.0
3051,11-000024,28.682,-12.3,86.72,0.47
3077,11-000050,28.265,-15.407,60.86,0.95
3276,11-000249,28.277,-12.346,28.83,1.13
3310,11-000283,29.119,-16.223,26.86,0.79
3370,11-000343,29.249,-15.727,23.14,0.29
3399,11-000372,28.16,-15.452,21.74,0.27
3457,11-000430,29.038,-16.312,19.75,0.0
3462,11-000435,28.533,-15.987,19.66,0.62
3509,11-000482,29.599,-11.986,17.78,0.24
3653,11-000626,28.903,-11.423,14.51,0.95
3676,11-000649,29.359,-12.021,13.98,0.0
3777,11-000750,28.291,-16.036,12.24,0.38
3959,11-000932,28.707,-11.771,9.86,0.33
3999,11-000972,29.689,-16.119,9.54,0.56
4052,11-001025,28.795,-13.138,9.11,0.78
4072,11-001045,29.889,-16.669,8.99,0.51
4198,11-001171,28.885,-15.966,8.04,0.63
