,id,lat,lon,diam,depth
13603,21-000045,-17.274,82.764,72.27,2.06
13732,21-000174,-21.917,79.094,43.17,0.17
13746,21-000188,-17.527,80.547,41.21,1.29
13756,21-000198,-18.603,82.06,39.84,1.55
13765,21-000207,-20.188,80.693,38.73,1.33
13771,21-000213,-19.97,84.072,38.0,0.97
13773,21-000215,-18.105,82.091,37.82,1.07
13830,21-000272,-21.607,83.718,34.52,1.32
13831,21-000273,-18.666,84.118,34.51,2.07
13934,21-000376,-18.235,79.76,28.56,0.78
13939,21-000381,-21.358,79.257,28.22,0.99
13972,21-000414,-19.105,84.199,26.7,1.16
13985,21-000427,-21.817,79.979,26.17,0.24
14007,21-000449,-21.544,80.448,25.66,1.71
14023,21-000465,-17.308,80.914,25.14,1.18
14029,21-000471,-20.02,80.029,25.01,0.77
14065,21-000507,-21.598,82.447,23.79,0.74
14114,21-000556,-20.298,81.203,22.18,0.61
14125,21-000567,-19.823,80.131,21.81,0.76
14135,21-000577,-18.108,81.93,21.56,1.38
14141,21-000583,-22.358,80.33,21.49,0.16
14148,21-000590,-22.262,82.026,21.33,0.52
14243,21-000685,-20.802,79.441,18.89,0.66
14284,21-000726,-19.579,79.43,18.09,0.57
14295,21-000737,-20.481,79.157,17.9,0.56
14297,21-000739,-20.169,79.024,17.85,0.39
14385,21-000827,-19.829,82.396,16.31,1.31
14416,21-000858,-18.328,80.892,15.78,0.26
14455,21-000897,-20.081,82.138,15.26,0.25
14457,21-000899,-20.856,81.715,15.22,0.54
14482,21-000924,-18.205,84.286,14.89,1.43
14525,21-000967,-18.734,81.229,14.4,0.24
14561,21-001003,-18.183,81.064,13.94,0.23
14564,21-001006,-21.037,81.677,13.91,1.27
14604,21-001046,-19.695,83.415,13.38,0.19
14649,21-001091,-19.404,81.552,12.86,0.29
14695,21-001137,-18.844,79.719,12.4,0.23
14837,21-001279,-20.556,81.659,10.99,0.22
14910,21-001352,-18.112,79.323,10.45,1.07
14912,21-001354,-17.176,79.263,10.41,0.2
14921,21-001363,-22.163,82.372,10.32,0.49
14935,21-001377,-22.0,82.551,10.19,0.82
14939,21-001381,-17.998,80.754,10.14,0.94
15003,21-001445,-18.021,80.087,9.59,0.97
15018,21-001460,-19.689,81.744,9.45,0.16
15039,21-001481,-19.186,81.193,9.3,0.15
15050,21-001492,-19.858,80.543,9.24,0.98
15084,21-001526,-19.629,79.077,9.0,0.91
15128,21-001570,-17.718,81.924,8.65,0.3
