,id,lat,lon,diam,depth
727,05-000008,39.196,23.511,130.26,1.54
779,05-000066,33.937,27.527,46.07,0.45
780,05-000067,36.905,26.824,45.47,0.84
814,05-000106,34.614,22.849,38.84,0.7
908,05-000217,34.248,26.744,26.8,0.7
938,05-000251,34.209,24.834,25.41,0.62
964,05-000281,34.072,23.225,23.67,0.59
1035,05-000367,34.513,26.414,20.32,0.46
1079,05-000419,34.492,27.436,18.2,0.33
1121,05-000467,37.609,27.205,16.56,0.41
1123,05-000470,36.329,25.079,16.49,0.45
1169,05-000525,36.144,25.694,14.92,0.51
1172,05-000528,35.192,23.014,14.83,0.34
1182,05-000539,35.373,27.501,14.49,0.11
1196,05-000555,38.159,25.412,14.14,0.34
1261,05-000637,35.362,26.779,12.62,0.31
1282,05-000663,37.291,24.589,12.07,0.41
1313,05-000704,37.544,27.881,11.6,0.09
1331,05-000725,36.271,22.85,11.32,0.07
1337,05-000732,35.981,23.301,11.26,0.41
1353,05-000749,35.531,27.404,11.02,0.03
1355,05-000753,35.727,27.721,10.96,0.29
1406,05-000818,35.679,27.293,10.28,0.09
1411,05-000823,34.251,24.683,10.22,0.34
1413,05-000825,34.883,27.522,10.2,0.33
1414,05-000827,35.528,27.035,10.19,0.27
1436,05-000851,34.036,25.249,10.02,0.18
1442,05-000858,35.593,24.838,9.96,0.2
1445,05-000864,37.663,25.211,9.85,0.16
1466,05-000886,35.906,23.375,9.64,0.2
1474,05-000896,35.955,25.493,9.58,0.13
1479,05-000901,35.051,26.892,9.51,0.34
1484,05-000910,35.349,26.954,9.44,0.17
1522,05-000960,36.541,27.683,8.96,0.0
1524,05-000962,36.89,25.097,8.96,0.07
1571,05-001021,34.43,23.181,8.38,0.41
1586,05-001041,34.717,24.017,8.2,0.11
