,id,lat,lon,diam,depth
10482,19-000044,-18.368,-12.018,68.41,1.61
10543,19-000105,-18.773,-14.46,49.52,1.26
10558,19-000120,-17.772,-12.941,45.62,1.4
10602,19-000164,-19.617,-13.319,38.33,0.74
10750,19-000312,-18.529,-14.887,26.8,1.16
10870,19-000432,-19.999,-11.775,21.34,1.16
10902,19-000464,-20.143,-16.301,20.64,0.46
10923,19-000485,-17.475,-13.037,20.17,1.04
10978,19-000540,-19.23,-13.228,18.62,0.81
11044,19-000606,-19.425,-16.288,16.8,0.41
11106,19-000668,-18.837,-15.671,15.44,1.19
11109,19-000671,-18.944,-12.903,15.39,1.02
11111,19-000673,-20.372,-11.968,15.32,0.94
11116,19-000678,-20.563,-12.309,15.25,0.16
11124,19-000686,-19.127,-12.66,15.07,0.92
11141,19-000703,-18.741,-12.946,14.84,0.25
11166,19-000728,-21.807,-15.395,14.4,0.13
11203,19-000765,-22.35,-14.178,13.85,0.2
11212,19-000774,-17.252,-14.353,13.66,1.2
11227,19-000789,-22.119,-16.097,13.4,0.04
11264,19-000826,-20.517,-13.592,12.92,1.12
11288,19-000850,-20.669,-11.881,12.47,0.22
11350,19-000912,-18.52,-16.357,11.7,1.17
11378,19-000940,-22.334,-15.796,11.38,1.01
11419,19-000981,-19.248,-12.463,10.89,0.98
11448,19-001010,-21.784,-16.035,10.58,0.07
11454,19-001016,-21.325,-13.299,10.53,0.08
11466,19-001028,-18.395,-12.124,10.44,0.67
11530,19-001092,-19.102,-13.636,9.77,0.0
11603,19-001165,-22.408,-16.391,9.26,0.16
11685,19-001247,-20.001,-16.05,8.71,0.26
11703,19-001265,-20.307,-16.396,8.59,0.88
11719,19-001281,-22.283,-11.633,8.47,0.22
11725,19-001287,-20.702,-15.709,8.45,0.93
11752,19-001314,-17.867,-12.476,8.34,0.17
11753,19-001315,-17.648,-14.09,8.34,0.2
11791,19-001353,-19.924,-14.452,8.08,0.0
