,id,lat,lon,diam,depth
9941,18-000043,-9.213,-62.243,43.04,1.88
9988,18-000090,-10.412,-62.9,28.95,0.21
10000,18-000102,-7.342,-66.868,27.12,2.16
10007,18-000109,-9.655,-65.909,25.73,0.0
10011,18-000113,-10.016,-62.899,25.18,0.38
10012,18-000114,-10.383,-64.006,25.13,0.26
10018,18-000120,-5.961,-63.748,23.82,0.1
10063,18-000165,-5.977,-64.622,19.11,1.07
10088,18-000190,-6.995,-63.047,17.56,0.2
10128,18-000230,-5.927,-64.888,15.45,1.13
10133,18-000235,-6.043,-65.826,15.37,0.84
10146,18-000248,-6.276,-62.847,14.92,0.89
10180,18-000282,-10.773,-62.237,13.68,1.09
10210,18-000312,-8.048,-63.968,12.65,0.0
10224,18-000326,-9.39,-66.655,12.07,1.06
10234,18-000336,-6.317,-62.624,11.88,0.0
10301,18-000403,-7.226,-63.128,10.34,0.12
10314,18-000416,-9.909,-65.272,10.09,0.28
10321,18-000423,-5.645,-62.07,9.88,0.72
10341,18-000443,-6.265,-62.156,9.66,0.75
10347,18-000449,-8.63,-63.609,9.48,0.85
