,id,lat,lon,diam,depth
13572,21-000014,-10.674,51.267,93.62,0.57
13725,21-000167,-10.216,52.262,43.88,0.65
13774,21-000216,-6.554,54.399,37.8,0.13
13794,21-000236,-6.026,54.171,36.27,0.22
13909,21-000351,-10.447,51.989,29.34,0.91
13938,21-000380,-9.969,52.34,28.44,0.37
14041,21-000483,-7.807,53.008,24.55,1.69
14043,21-000485,-6.416,51.468,24.49,0.22
14154,21-000596,-7.779,53.547,21.22,0.22
14216,21-000658,-8.814,55.102,19.71,0.25
14237,21-000679,-9.019,51.258,19.24,0.17
14250,21-000692,-9.344,52.742,18.71,1.48
14263,21-000705,-5.767,51.32,18.41,0.26
14374,21-000816,-6.938,53.036,16.42,0.58
14420,21-000862,-6.615,54.382,15.75,0.96
14427,21-000869,-9.894,50.965,15.65,0.0
14497,21-000939,-8.893,54.674,14.75,1.0
14506,21-000948,-9.502,54.464,14.64,0.43
14536,21-000978,-6.567,52.626,14.29,0.17
14544,21-000986,-7.319,55.293,14.21,1.1
14619,21-001061,-7.397,52.207,13.16,0.08
14735,21-001177,-6.705,50.712,11.99,0.34
14796,21-001238,-6.081,51.233,11.35,0.24
14801,21-001243,-9.823,52.333,11.32,0.69
14984,21-001426,-5.953,53.406,9.73,0.0
15022,21-001464,-8.102,52.932,9.43,0.93
15036,21-001478,-6.885,50.79,9.31,0.25
15043,21-001485,-10.16,53.149,9.27,0.99
15059,21-001501,-9.061,52.025,9.15,0.76
15076,21-001518,-9.447,54.161,9.05,0.13
15089,21-001531,-8.809,54.268,8.97,0.79
15116,21-001558,-7.007,53.781,8.77,0.85
15136,21-001578,-7.552,51.202,8.61,0.7
15198,21-001640,-8.069,53.801,8.21,0.59
