,id,lat,lon,diam,depth
10468,19-000030,-21.254,-9.07,75.75,1.14
10518,19-000080,-18.691,-9.131,54.11,1.51
10532,19-000094,-19.972,-10.369,51.61,0.23
10546,19-000108,-18.372,-5.802,48.96,1.05
10576,19-000138,-18.967,-8.116,42.14,0.0
10621,19-000183,-21.772,-8.646,36.18,1.34
10741,19-000303,-21.224,-6.72,27.35,0.05
10804,19-000366,-19.947,-8.305,24.48,1.67
10833,19-000395,-19.349,-6.324,22.96,0.78
10844,19-000406,-19.479,-9.018,22.42,0.37
10882,19-000444,-18.381,-7.119,21.11,0.14
10920,19-000482,-18.878,-5.964,20.22,0.0
10959,19-000521,-17.621,-6.162,19.23,0.53
10990,19-000552,-19.669,-8.872,18.39,0.55
11110,19-000672,-18.106,-7.693,15.32,1.13
11138,19-000700,-16.94,-6.758,14.84,1.19
11163,19-000725,-21.553,-10.949,14.43,1.26
11172,19-000734,-19.064,-5.658,14.25,0.18
11197,19-000759,-19.634,-9.541,13.95,0.23
11249,19-000811,-18.652,-9.084,13.09,0.11
11257,19-000819,-21.905,-5.651,13.02,1.47
11473,19-001035,-19.598,-9.777,10.34,0.31
11516,19-001078,-17.016,-9.466,9.9,0.0
11517,19-001079,-17.812,-5.796,9.89,0.05
11593,19-001155,-20.828,-8.195,9.3,0.16
11622,19-001184,-18.02,-6.214,9.16,0.46
11732,19-001294,-19.621,-7.867,8.43,0.14
11758,19-001320,-19.791,-10.845,8.32,0.32
11802,19-001364,-17.757,-6.496,8.01,0.82
