,id,lat,lon,diam,depth
1628,06-000017,36.09,66.662,44.87,0.14
1632,06-000024,36.501,66.043,37.55,0.36
1645,06-000049,37.842,62.006,28.54,0.44
1654,06-000065,34.413,65.839,25.69,1.4
1668,06-000090,36.445,63.436,19.99,0.43
1672,06-000097,38.675,67.27,19.26,0.5
1681,06-000109,39.225,64.513,17.83,0.51
1691,06-000124,34.839,62.915,16.62,0.5
1762,06-000227,37.706,64.269,11.16,0.24
1768,06-000237,35.939,67.228,10.79,0.32
1773,06-000243,35.979,62.259,10.76,0.34
1833,06-000332,35.017,63.099,8.66,0.6
1843,06-000348,38.596,64.273,8.46,0.17
