,id,lat,lon,diam,depth
731,05-000012,38.033,50.958,107.18,1.21
762,05-000044,37.108,54.974,53.7,1.04
770,05-000057,37.102,54.049,47.73,2.44
807,05-000097,38.184,51.177,40.48,0.89
836,05-000132,38.316,53.831,35.09,1.06
874,05-000174,34.507,55.943,30.16,0.98
881,05-000181,38.698,52.375,29.37,0.14
887,05-000188,34.872,54.62,28.97,0.74
889,05-000190,38.401,50.856,28.71,0.66
907,05-000213,34.118,50.676,27.0,0.13
910,05-000219,36.35,53.941,26.78,0.61
922,05-000232,36.777,53.447,26.21,0.26
925,05-000235,38.429,53.617,26.05,1.02
927,05-000237,38.816,54.053,26.04,0.0
929,05-000239,38.814,54.053,25.96,0.96
979,05-000301,35.304,55.905,22.94,0.86
983,05-000305,37.268,52.072,22.75,0.62
989,05-000313,36.18,50.671,22.11,0.65
997,05-000323,36.214,55.512,21.71,0.79
998,05-000324,35.124,55.959,21.64,0.49
1022,05-000351,34.037,53.669,20.82,0.55
1029,05-000361,37.53,50.654,20.5,0.75
1051,05-000386,35.222,54.628,19.47,0.84
1072,05-000412,38.047,52.65,18.37,0.31
1077,05-000417,38.252,55.228,18.22,0.25
1081,05-000421,37.853,52.329,18.16,0.52
1086,05-000426,37.895,54.63,18.08,0.47
1091,05-000432,36.732,55.227,17.85,0.64
1092,05-000433,36.434,51.54,17.85,0.47
1095,05-000437,35.102,51.646,17.62,0.6
1132,05-000479,34.444,51.788,16.3,0.32
1140,05-000489,34.669,51.663,15.8,0.5
1151,05-000503,34.494,51.584,15.42,0.46
1164,05-000520,38.605,54.743,15.08,0.37
1173,05-000529,38.144,52.04,14.83,0.42
1178,05-000534,34.771,52.478,14.62,0.5
1202,05-000561,35.816,50.858,13.96,0.53
1217,05-000576,33.791,55.952,13.58,0.28
1225,05-000586,34.822,51.368,13.42,0.15
1248,05-000621,38.287,52.819,12.84,0.49
1249,05-000622,39.285,52.459,12.83,0.26
1265,05-000641,35.418,54.368,12.55,0.38
1293,05-000677,33.904,50.631,11.89,0.07
1299,05-000684,35.275,52.549,11.82,0.31
1318,05-000709,39.114,53.498,11.51,0.43
1322,05-000714,36.572,53.945,11.42,0.44
1340,05-000736,36.212,54.93,11.23,0.28
1369,05-000774,38.272,55.689,10.77,0.47
1390,05-000798,34.174,53.35,10.44,0.08
1401,05-000811,36.373,52.596,10.34,0.07
1410,05-000822,38.158,54.506,10.24,0.17
1422,05-000836,34.072,53.166,10.15,0.49
1450,05-000869,36.117,53.153,9.77,0.1
1454,05-000873,36.192,52.874,9.73,0.2
1465,05-000885,34.08,55.919,9.65,0.19
1467,05-000887,33.958,55.842,9.64,0.12
1478,05-000900,38.28,52.019,9.54,0.16
1490,05-000918,38.279,52.167,9.38,0.32
1497,05-000927,37.877,54.832,9.3,0.39
1529,05-000969,37.766,55.221,8.92,0.16
1604,05-001064,34.995,53.636,8.06,0.23
1611,05-001073,34.142,54.185,8.03,0.39
