,id,lat,lon,diam,depth
2047,08-000002,0.194,-164.516,107.36,2.32
2085,08-000040,4.633,-167.796,34.21,0.35
2111,08-000066,4.722,-166.54,26.91,0.07
2127,08-000082,4.715,-163.514,23.34,0.0
2145,08-000100,4.856,-165.999,19.37,0.06
2165,08-000120,4.812,-163.406,16.77,0.0
2171,08-000126,0.645,-166.621,15.57,0.2
2211,08-000166,4.863,-165.802,12.91,0.13
2212,08-000167,3.93,-167.088,12.9,0.1
2243,08-000198,3.476,-165.099,11.27,0.16
2291,08-000246,3.359,-165.775,9.51,1.1
2325,08-000280,4.645,-166.557,8.72,0.93
2345,08-000300,2.71,-164.328,8.13,0.11
