,id,lat,lon,diam,depth
5997,13-000051,5.473,74.973,68.42,0.13
6064,13-000118,1.138,75.778,46.22,0.24
6109,13-000163,1.636,73.841,37.33,0.08
6114,13-000168,0.203,77.227,36.86,0.13
6187,13-000241,0.293,75.976,30.4,0.39
6222,13-000276,1.392,74.209,27.0,0.03
6355,13-000409,2.241,78.486,19.28,0.2
6365,13-000419,3.127,75.226,18.88,0.08
6399,13-000453,4.651,75.451,17.82,0.1
6499,13-000553,1.519,76.279,15.37,0.14
6567,13-000621,0.237,75.491,13.84,1.09
6601,13-000655,0.818,78.398,13.24,0.85
6787,13-000841,1.233,75.266,10.83,0.84
6808,13-000862,3.426,76.959,10.52,1.02
6816,13-000870,0.377,74.679,10.42,0.52
6915,13-000969,3.044,77.941,9.35,0.87
7022,13-001076,4.181,75.144,8.61,0.03
7029,13-001083,0.086,77.926,8.54,0.89
