,id,lat,lon,diam,depth
9916,18-000018,-6.206,-50.604,65.04,0.08
9966,18-000068,-6.131,-47.787,33.98,2.26
10031,18-000133,-6.336,-45.065,21.93,0.23
10058,18-000160,-6.743,-46.498,19.62,0.62
10064,18-000166,-9.122,-47.73,19.03,1.1
10120,18-000222,-7.343,-49.921,16.01,1.03
10166,18-000268,-6.663,-46.044,14.14,0.08
10211,18-000313,-11.011,-45.511,12.64,0.38
10252,18-000354,-10.456,-49.643,11.33,0.6
10336,18-000438,-9.633,-45.184,9.69,0.75
10371,18-000473,-10.749,-48.436,8.98,0.32
10374,18-000476,-7.408,-49.617,8.93,0.0
10389,18-000491,-9.961,-48.601,8.65,0.26
10409,18-000511,-9.971,-47.078,8.35,0.62
10414,18-000516,-11.037,-49.661,8.29,0.41
10417,18-000519,-10.486,-48.301,8.26,0.34
10422,18-000524,-9.819,-50.139,8.13,0.0
