,id,lat,lon,diam,depth
15313,22-000084,-27.622,107.426,53.28,0.08
15505,22-000276,-23.38,109.069,27.91,1.39
15535,22-000306,-26.692,108.821,26.28,0.09
15561,22-000332,-27.068,110.316,25.01,0.19
15819,22-000590,-23.175,109.074,17.64,0.5
15842,22-000613,-24.808,110.71,16.93,0.92
15913,22-000684,-27.081,111.859,15.88,0.11
15922,22-000693,-23.801,110.251,15.77,0.98
15961,22-000732,-25.24,107.949,15.13,1.01
15983,22-000754,-23.287,110.633,14.72,0.94
16024,22-000795,-28.093,109.12,14.16,0.0
16290,22-001061,-22.91,112.244,11.27,0.15
16436,22-001207,-22.887,111.323,9.99,0.77
16565,22-001336,-26.738,108.961,9.0,0.82
16579,22-001350,-22.967,110.655,8.91,0.04
16671,22-001442,-23.974,110.397,8.41,0.74
16708,22-001479,-26.774,111.1,8.25,0.5
