,id,lat,lon,diam,depth
15295,22-000066,-9.476,98.23,57.92,0.89
15310,22-000081,-7.062,96.251,53.73,1.24
15434,22-000205,-11.098,95.712,33.44,0.88
15459,22-000230,-8.28,100.596,30.77,0.72
15478,22-000249,-8.379,98.084,29.54,0.27
15498,22-000269,-6.858,97.177,28.37,0.87
15524,22-000295,-9.786,101.223,26.76,1.44
15560,22-000331,-7.962,101.126,25.02,0.84
15564,22-000335,-10.042,99.722,24.9,0.49
15608,22-000379,-8.189,96.733,23.17,0.53
15625,22-000396,-7.097,99.843,22.81,0.61
15639,22-000410,-8.116,97.132,22.34,0.34
15684,22-000455,-9.165,96.266,21.04,0.61
15698,22-000469,-6.642,97.601,20.6,0.52
15754,22-000525,-7.865,95.793,18.82,0.58
15774,22-000545,-10.87,97.901,18.45,0.53
15790,22-000561,-8.782,98.215,18.05,0.55
15792,22-000563,-9.868,97.614,17.96,0.49
15794,22-000565,-6.476,96.408,17.9,0.65
15854,22-000625,-9.067,95.911,16.75,0.0
15858,22-000629,-7.603,99.401,16.66,0.33
15909,22-000680,-6.747,99.653,16.01,0.57
15940,22-000711,-7.322,101.113,15.47,0.23
15970,22-000741,-5.931,99.1,14.98,0.18
15978,22-000749,-8.733,98.028,14.78,0.22
16029,22-000800,-7.55,99.316,14.07,1.05
16033,22-000804,-7.829,96.585,14.04,0.95
16140,22-000911,-7.062,100.794,12.69,0.25
16213,22-000984,-9.067,96.773,11.96,0.28
16223,22-000994,-7.51,97.408,11.91,0.22
16259,22-001030,-7.264,100.155,11.59,0.25
16267,22-001038,-8.949,95.84,11.5,0.0
16287,22-001058,-5.658,99.333,11.32,0.35
16359,22-001130,-10.148,97.218,10.59,0.28
16418,22-001189,-5.713,98.339,10.11,0.27
16450,22-001221,-6.955,97.449,9.88,0.22
16451,22-001222,-6.29,96.716,9.85,0.28
16463,22-001234,-6.959,95.723,9.79,0.76
16505,22-001276,-10.635,98.223,9.52,0.9
16510,22-001281,-10.905,99.537,9.45,0.17
16518,22-001289,-8.881,95.803,9.35,0.97
16533,22-001304,-10.304,99.9,9.23,0.09
16551,22-001322,-6.852,100.385,9.08,0.88
16584,22-001355,-9.289,97.593,8.87,0.08
16655,22-001426,-9.308,99.719,8.46,0.13
16705,22-001476,-6.513,96.62,8.26,0.11
16727,22-001498,-7.527,100.458,8.09,0.0
